original_title,production_companies
Casino Royale,Eon Productions
Drive Angry, Nu Image Films
Love Happens,Universal Pictures
Tangled,Walt Disney Pictures
White Chicks,Columbia Pictures
How to Lose a Guy in 10 Days,Paramount Pictures
Welcome Home Roscoe Jenkins, Spyglass Entertainment
Journey 2: The Mysterious Island, Contrafilm
When the Game Stands Tall,Mandalay Pictures
Rush Hour 3,New Line Cinema
Sanctum, Sanctum Australia
30 Days of Night,Columbia Pictures
Poseidon, Irwin Allen Productions
Sky High, Max Stronghold Productions Inc.
The Karate Kid, Jerry Weintraub Productions
The Reaping, Dark Castle Entertainment
Agora,HimenÃ³ptero
X2, XM2 Productions
Ted 2, Fuzzy Door Productions
The Fourth Kind, Saga Film
Apollo 18, Dimension Films
Role Models, New Regency Pictures
Gulliver's Travels,Twentieth Century Fox Film Corporation
Killers, Aversano Films
Conviction, Prescience
Nacho Libre, Black & White Productions
Into the Wild,Paramount Vantage
Eight Below, Vertigo Entertainment
Agora, Mod Producciones
Begin Again, Exclusive Media Group
Big Momma's House,Twentieth Century Fox Film Corporation
Promised Land, Imagenation Abu Dhabi FZ
The Boy in the Striped Pyjamas,Miramax Films
The Lovely Bones,WingNut Films
The Best of Me,Relativity Media
Suspect Zero, Intermedia Films
Children of Men, Hit & Run Productions
Cinderella Man, Touchstone Pictures
Men in Black 3, Imagenation Abu Dhabi FZ
Solitary Man, Millennium Films
The Conjuring, Evergreen Media Group
A Thousand Words, Varsity Pictures
Limitless, Boy of the Year
Evolution, The
High Crimes, Monarch Pictures
Hitch,Columbia Pictures Corporation
The Equalizer, Mace Neufeld Productions
Ender's Game,Summit Entertainment
The Apparition,StudioCanal
Jack Ryan: Shadow Recruit, Mace Neufeld Productions
Valentine's Day, Rice Films
Hitman, Anka Film
The Twilight Saga: Eclipse, Maverick Films
Vertical Limit, Global Entertainment Productions GmbH & Company Medien KG
Magic Mike XXL,Warner Bros.
Mr. & Mrs. Smith, Dutch Oven
Atonement,Universal Pictures
Sideways,Fox Searchlight Pictures
Fur: An Imaginary Portrait of Diane Arbus, Edward R. Pressman Film
Escape Plan, Atmosphere Entertainment MM
Bridesmaids, Relativity Media
My Sister's Keeper,Mark Johnson Productions
A Lot Like Love, Touchstone Pictures
The Karate Kid, China Film Group
Don't Say a Word,20th Century Fox
Bullet to the Head, After Dark Films
Slackers,Sony Pictures
Boogeyman, Pacific Renaissance Pictures Ltd.
The Shaggy Dog, Boxing Cat Films
Body of Lies,Scott Free Productions
The Lake House, Sound for Film
Panic Room, Hofflund/Polone
Looper,Endgame Entertainment
Pompeii, TriStar Pictures
Bright Star, Australian Film Finance Corporation (AFFC)
The Danish Girl, Taxshelter. be
San Andreas, Warner Bros.
Sabotage, Crave Films
Twilight, Imprint Entertainment
Valentine's Day,New Line Cinema
My Big Fat Greek Wedding, Gold Circle Films
The Sorcerer's Apprentice,Walt Disney Pictures
The Bourne Identity,Universal Pictures
Harry Potter and the Prisoner of Azkaban, Warner Bros.
Pirates of the Caribbean: On Stranger Tides, Moving Picture Company (MPC)
Snatch,Columbia Pictures Corporation
Jack Reacher,Paramount Pictures
Sin City, Troublemaker Studios
Smart People, Sherazade Film Development
Cinderella Man, Parkway Pictures (I)
Non-Stop, Anton Capital Entertainment (ACE)
Killer Joe, Worldview Entertainment
Batman Begins,DC Comics
The Matador,Miramax Films
John Q,New Line Cinema
Starsky & Hutch,Weed Road Pictures
The Phantom of the Opera, Warner Bros.
The Happening, Twentieth Century Fox Film Corporation
Mutant Chronicles, First Foot Films
American Gangster,Imagine Entertainment
Femme Fatale,Epsilon Motion Pictures
Rocky Balboa, Rogue Marble
21 & Over,Relativity Media
The Artist, Studio 37
Underworld: Evolution, Screen Gems
Slumdog Millionaire, Warner Bros.
Spider-Man 2, Marvel Enterprises
Did You Hear About The Morgans?, Castle Rock Entertainment
Jack Ryan: Shadow Recruit, Skydance Productions
TMNT, Imagi Production
The Karate Kid, Overbrook Entertainment
Monsters vs Aliens,DreamWorks Animation
The Big Wedding,Millenium Films
Fair Game, Participant Media
Blood Diamond, Spring Creek Productions
Bandits, Empire Pictures
United 93, StudioCanal
He's Just Not That Into You,New Line Cinema
The Dark Knight, Syncopy
Interstellar, Warner Bros.
Avengers: Age of Ultron, Prime Focus
Down with Love,Regency Enterprises
Charlie Wilson's War, Participant Productions
Last Vegas, Gidden Media
Terminator Salvation, Warner Bros.
The Hitchhiker's Guide to the Galaxy, Everyman Pictures
Daddy's Home, Red Granite Pictures
The Heartbreak Kid,Conundrum Entertainment
Pearl Harbor,Jerry Bruckheimer Films
The Informant!, Warner Bros.
Hansel & Gretel: Witch Hunters, Gary Sanchez Productions
A Mighty Heart,Plan B Entertainment
Alice in Wonderland, The
Leap Year, Birnbaum/Barber
Knowing, Mystery Clock Cinema
Auto Focus, Good Machine
Tammy,New Line Cinema
Bolt,Walt Disney Pictures
xXx: State of the Union,Original Film
The Adventures of Tintin,Paramount Pictures
Annie, Sony Pictures Entertainment (SPE)
The Assassination of Jesse James by the Coward Robert Ford, Alberta Film Entertainment
Attack the Block, Film4
The Punisher, Marvel Enterprises
Paul Blart: Mall Cop 2, Sony Pictures Releasing
Getaway, Signature Pictures
The Twilight Saga: Breaking Dawn - Part 2, Sunswept Entertainment
Lemony Snicket's A Series of Unfortunate Events, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
The Fog,Revolution Studios
Seventh Son, Pendle Mountain Productions
Road to Perdition, Twentieth Century Fox Film Corporation
Funny Games,Halcyon Pictures
Queen of the Damned, Material
Kung Fu Panda,DreamWorks Animation
Lucy, TF1 Films Production
Harry Potter and the Prisoner of Azkaban,1492 Pictures
Dirty Dancing: Havana Nights, Artisan Entertainment
Running Scared, Zero Gravity Management
Percy Jackson: Sea of Monsters,1492 Pictures
The Twilight Saga: Eclipse, Imprint Entertainment
Khumba,Triggerfish Animation
John Wick,Thunder Road Pictures
The Grudge 2, Ghost House Pictures
Johnson Family Vacation, Catch Productions
The Ring, Parkes+MacDonald Image Nation
Shooter,Paramount Pictures
White House Down, Iron Horse Entertainment (II)
Tooth Fairy, Mayhem Pictures
Prisoners,Alcon Entertainment
Wild Target,Matador Pictures
Godzilla, Warner Bros.
Smart People,Miramax Films
Moon, Limelight Fund
The Chronicles of Riddick, Radar Pictures
The Gunman, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
Apocalypto, Icon Entertainment International
Minority Report, Cruise/Wagner Productions
Fire with Fire, Cheetah Vision
Sweeney Todd: The Demon Barber of Fleet Street, The
The Bourne Identity, Kennedy/Marshall Company
A Nightmare on Elm Street,New Line Cinema
The Five-Year Engagement, Relativity Media
Space Cowboys, Malpaso Productions
The Final Destination, Parallel Zide
Hitman, Dune Entertainment
The Princess and the Frog,Walt Disney Pictures
Space Chimps, Vanguard Animation
Alexander, PathÃ© Renn Productions
Season of the Witch,Atlas Entertainment
I Spy,Colombia Pictures
Van Helsing, Sommers Company
The Young Victoria,GK Films
Parental Guidance, Walden Media
Big Fat Liar,Universal Pictures
Highlander: Endgame, Dimension Films
Sicario, Thunder Road Pictures
Killer Elite, Open Road Films
Sky Captain and the World of Tomorrow, Natural Nylon Entertainment
Mulholland Drive, Babbo Inc.
Return to Never Land, Walt Disney Television Animation
Miss Potter,BBC Films
Disconnect, Liddell Entertainment
Disaster Movie, 3 in the Box
Couples Retreat, Stuber Productions
Happy Feet Two, Warner Bros.
Little Miss Sunshine,Fox Searchlight Pictures
The Kite Runner, Neal Street Productions
Death at a Funeral,Parabolic Pictures
Focus,Kramer & Sigman Films
The Twilight Saga: Breaking Dawn - Part 1,Summit Entertainment
The Lady in the Van, TriStar Productions
The Whole Ten Yards, Eclipse Catering
Red Planet, NPV Entertainment
The Darkest Hour, Regency Enterprises
The Tourist,Spyglass Entertainment
My Blueberry Nights, Jet Tone Production
The Beach, Figment Films
U-571, Canal Plus
King Arthur, Green Hills Productions
Dinner for Schmucks, Spyglass Entertainment
Bad Company, Touchstone Pictures
Fifty Shades of Grey, Michael De Luca Productions
Land of the Dead, Atmosphere Entertainment MM
Elizabethtown, Cruise/Wagner Productions
Showtime, NPV Entertainment
The Judge, Warner Bros.
Fever Pitch, Wildgaze Films
Suffragette, Film4
Joe Dirt,Columbia Pictures
Blade: Trinity, Amen Ra Films
Star Trek Into Darkness, Kurtzman/Orci
The Whole Nine Yards,Franchise Pictures
Bedtime Stories,Walt Disney Pictures
Planes, Walt Disney Animation Studios
Ted, Fuzzy Door Productions
Music and Lyrics, Flower Films (II)
The Matrix Revolutions, Warner Bros.
Seventh Son, Outlaw Sinema
The Town, GK Films
In the Heart of the Sea, Warner Bros.
Awake, GreeneStreet Films
Runner Runner, New Regency Pictures
Funny Games, Kinematograf Wien
The Sentinel, Major Studio Partners
Empire State, Voltage Pictures
The Fast and the Furious, Ardustry Entertainment
Big Fish, Tim Burton Productions
It's Complicated, Scott Rudin Productions
47 Ronin, Stuber Productions
Dreamcatcher, Castle Rock Entertainment
The Amazing Spider-Man 2,Columbia Pictures
Gulliver's Travels, Dune Entertainment III
Horton Hears a Who!, Blue Sky Studios
The Wolf of Wall Street, Appian Way
Begin Again, Apatow Productions
Lord of War, Endgame Entertainment
Riddick,One Race Productions
Behind Enemy Lines,Twentieth Century Fox Film Corporation
Rent, Revolution Studios
The Jungle Book 2,Walt Disney Pictures
The Mexican, Newmarket Capital Group
Jason X, Sean S. Cunningham Films
Once Upon a Time in Mexico, Troublemaker Studios
Oculus,Intrepid Pictures
All About Steve, Radar Pictures
Whisper, Province of British Columbia Production Services Tax Credit
When the Game Stands Tall, Affirm Films
Dark Shadows, GK Films
Seabiscuit, Touchstone Pictures
Fred Claus, Jessie Nelson Productions
Crossroads,Paramount Pictures
United 93, Working Title Films
Argo,GK Films
Seven Psychopaths,Blueprint Pictures
Aliens in the Attic, Regency Enterprises
Sky Captain and the World of Tomorrow,Paramount Pictures
Two for the Money,Universal Pictures
Stealth, AFG Talons Productions
What's Your Number?, New Regency Pictures
Ghost Ship, Ghost Ship Films Pty. Ltd.
The Switch,Mandate Pictures
The Day After Tomorrow, Centropolis Entertainment
The Adventures of Tintin, Nickelodeon Movies
Scary Movie 5,Dimension Films
The Machinist, ICF
The Rundown, WWE Studios
Friday Night Lights, Imagine Entertainment
Fantastic Four, Marvel Entertainment
Defiance, Defiance Productions
The Grudge 3, Ozla Pictures
Live Free or Die Hard, Twentieth Century Fox Film Corporation
Kicking & Screaming,Universal Pictures
Vacation, David Dobkin Productions
Seven Pounds, Relativity Media
Phone Booth,Fox 2000 Pictures
Sydney White,Morgan Creek Productions
Harry Potter and the Chamber of Secrets, Heyday Films
Movie 43, Witness Protection Films
The Revenant, Anonymous Content
The Grand Seduction,Max Films Productions
Murder by Numbers, Schroeder Hoffman Productions
Crocodile Dundee in Los Angeles, Vision View Entertainment
W., Emperor Motion Pictures
The Walk,TriStar Pictures
Babel, Media Rights Capital
Elizabeth: The Golden Age,Universal Pictures
Bandits, Hyde Park Entertainment
Jurassic World, Legendary Pictures
Ice Age: Continental Drift,Blue Sky Studios
Sin City: A Dame to Kill For, Demarest Films
Nebraska, Bona Fide Productions
Chronicle,Twentieth Century Fox Film Corporation
Teenage Mutant Ninja Turtles, Nickelodeon Movies
The Twilight Saga: New Moon, Sunswept Entertainment
The Dark Knight Rises, DC Entertainment
London Boulevard, Henceforth
The X Files: I Want to Believe, Ten Thirteen Productions
The Guard, Crescendo Productions
The Fault in Our Stars,Fox 2000 Pictures
Jarhead, Motion Picture KAPPA Produktionsgesellschaft
3000 Miles to Graceland, Morgan Creek Productions
Paycheck,Paramount Pictures
Get Rich or Die Tryin', Cent Productions Inc.
Ocean's Eleven, Warner Bros.
Kiss of the Dragon, Immortal Entertainment
Rock the Kasbah, Venture Forth
The Rum Diary, GK Films
Final Destination 3,New Line Cinema
Street Kings, Emmett/Furla Films
Nick and Norah's Infinite Playlist,Columbia Pictures
13 Going On 30,Columbia Pictures
La migliore offerta, Regione Lazio
Dark Blue, Metro-Goldwyn-Mayer (MGM)
My Blueberry Nights, StudioCanal
Jeepers Creepers, Cinerenta Medienbeteiligungs KG
Murder by Numbers,Castle Rock Entertainment
The Marine, WWE Studios
Elektra, Regency Enterprises
One for the Money, Sidney Kimmel Entertainment
Jack the Giant Slayer, Warner Bros.
The Last Samurai,Cruise/Wagner Productions
The Incredible Hulk,Universal Pictures
Cinderella Man,Miramax Films
Ghosts of Mars,Screen Gems
Blackhat,Universal Pictures
Dracula Untold, Legendary Pictures
The Jungle Book 2, Walt Disney Animation Australia
A Thousand Words, DreamWorks SKG
Halloween II,Dimension Films
Timeline, Cobalt Media Group
The Imitation Game,Black Bear Pictures
War Horse, Kennedy/Marshall Company
Drag Me to Hell, Curse Productions
Eagle Eye, KMP Film Invest
Sex and the City, Home Box Office (HBO)
Post Grad, The Montecito Picture Company
Inception, Warner Bros.
Salt,Columbia Pictures
Premonition,TriStar Pictures
Philomena, PathÃ©
Oblivion, Relativity Media
Step Up, Touchstone Pictures
Runaway Jury,Regency Enterprises
City By The Sea, Epsilon Motion Pictures
Hide and Seek,Twentieth Century Fox Film Corporation
Straight Outta Compton, Cube Vision
RockNRolla, Toff Guy Films
Meet the Spartans,Regency Enterprises
Spirit: Stallion of the Cimarron,DreamWorks Animation
War,Mosaic Media Group
Hannibal Rising, Zephyr Films
Gigli, Revolution Studios
Torque,Village Roadshow Pictures
Brooklyn, Irish Film Board
The Texas Chainsaw Massacre, Platinum Dunes
Star Trek, Bad Robot
Extremely Loud & Incredibly Close,Paramount Pictures
A Sound of Thunder,Epsilon Motion Pictures
Fury, QED International
Something Borrowed, Wild Ocean Films
Eye in the Sky,Entertainment One
Seed of Chucky,Rogue Pictures
The Cave, City Productions
Twilight, Maverick Films
The Last Witch Hunter, Goldmann Pictures
Team America: World Police, Scott Rudin Productions
The Longest Yard, Happy Madison Productions
Safe House,Universal Pictures
Meet the Fockers,DreamWorks SKG
Kingdom of Heaven, Scott Free Productions
The Big Year, Deuce Three Productions
Inglourious Basterds,Universal Pictures
Spider-Man, Marvel Enterprises
About Schmidt, Avery Pix
Astro Boy, Summit Entertainment
Bee Movie, DreamWorks Animation
The Blind Side, Left Tackle Pictures
Jupiter Ascending, Anarchos Productions
The Hitcher, Focus Films
Aloha,Columbia Pictures
"I, Robot", Laurence Mark Productions
Running Scared, True Grit Productions
X-Men: Days of Future Past, TSG Entertainment
Bridesmaids, Apatow Productions
Tristan & Isolde, Franchise Pictures
The Visit,Blumhouse Productions
Friday Night Lights,Universal Studios
The Lovely Bones, Goldcrest Pictures
Unknown, StudioCanal
Poseidon, Next Entertainment
The Princess Diaries 2: Royal Engagement,Walt Disney Pictures
Chicken Run,DreamWorks SKG
Cirque du Freak: The Vampire's Assistant,Universal Pictures
Transformers: Revenge of the Fallen,Paramount Pictures
The Wild, Contrafilm
Ocean's Eleven, Section Eight
The Boxtrolls,Laika Entertainment
Law Abiding Citizen,Film Department
Derailed,Miramax Films
Eagle Eye, Goldcrest Pictures
This Must Be the Place, Medusa Film
The Bourne Supremacy, Hypnotic
Rent,Columbia Pictures
Sky High,Walt Disney Pictures
Shooter, Di Bonaventura Pictures
Collateral,Paramount Pictures
The Last Witch Hunter, NeoReel
Heaven is for Real,TriStar Pictures
The Adventures of Sharkboy and Lavagirl,Columbia Pictures Corporation
Shooter, Grosvenor Park Impact Productions
War Horse, Amblin Entertainment
Because of Winn-Dixie,Twentieth Century Fox Film Corporation
"10,000 BC", Warner Bros.
The Lord of the Rings: The Two Towers,WingNut Films
Underworld, Subterranean Productions UK Ltd.
Nanny McPhee, Studio Canal
The Water Horse,Revolution Studios
Transcendence,Alcon Entertainment
Frida,Miramax Films
Jay and Silent Bob Strike Back, Miramax
Catch and Release, Relativity Media
Alvin and the Chipmunks, Bagdasarian Productions
The Musketeer, MDP Worldwide
Taken 3, Canal+
Ouija, Media Rights Capital
K-PAX, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
Machete Kills, Aldamisa Entertainment
Confessions of a Dangerous Mind, Allied Filmmakers
Marie Antoinette,American Zoetrope
Superbad,Columbia Pictures
The Four Feathers, Marty Katz Productions
Stuck on You, Conundrum Entertainment
Defiance,Paramount Vantage
Moonrise Kingdom,Scott Rudin Productions
The Longest Ride, Temple Hill Entertainment
The Break-Up, Mosaic Media Group
I Am Sam,New Line Cinema
300, Legendary Pictures
Knowing, Escape Artists
Just Married,Twentieth Century Fox Film Corporation
Skyline, Relativity Media
The Pianist,Bac Films
Pulse,Dimension Films
Shark Tale, Pacific Data Images (PDI)
Bridget Jones: The Edge of Reason, Universal Pictures
