id,title,cast_0,cast_1,cast_2
28260,Return of the Living Dead 3,Melinda Clarke,J. Trevor Edmond,Kent McCord
28353,Def Jam's How to Be a Player,Bill Bellamy,Lark Voorhies,Bernie Mac
28355,Case 39,Renée Zellweger,Jodelle Ferland,Ian McShane
28580,The Lost Weekend,Ray Milland,Jane Wyman,Phillip Terry
28665,Fame,Kay Panabaker,Naturi Naughton,Kherington Payne
28666,The Woman Chaser,Patrick Warburton,Eugene Roche,Ron Morgan
28902,In Dreams,Annette Bening,Aidan Quinn,Stephen Rea
28932,F.I.S.T.,Sylvester Stallone,Rod Steiger,Peter Boyle
29015,The Specials,Jordan Ladd,Rob Lowe,Jamie Kennedy
29064,The Omega Code,Casper Van Dien,Michael York,Catherine Oxenberg
29076,Gun Shy,Sandra Bullock,Liam Neeson,Oliver Platt
29078,The Game of Their Lives,Gerard Butler,Wes Bentley,Gavin Rossdale
29122,An Everlasting Piece,Barry McEvoy,Brían F. O'Byrne,Anna Friel
29146,Charly,Cliff Robertson,Claire Bloom,Lilia Skala
29193,The Spanish Prisoner,Steve Martin,Campbell Scott,Ben Gazzara
29262,The House of Sand,Fernanda Montenegro,Ruy Guerra,Fernanda Torres
29339,Nicholas Nickleby,Charlie Hunnam,Nathan Lane,Jim Broadbent
29371,The Incredibly True Adventure of Two Girls In Love,Laurel Holloman,Maggie Moore,Kate Stafford
29406,Trucker,Michelle Monaghan,Nathan Fillion,Joey Lauren Adams
29426,Survival of the Dead,Alan van Sprang,Kenneth Welsh,Kathleen Munroe
29427,The Crazies,Timothy Olyphant,Radha Mitchell,Joe Anderson
29461,Soul Food,Vivica A. Fox,Nia Long,Michael Beach
29463,Krush Groove,Blair Underwood,Joseph Simmons,Darryl McDaniels
29514,Two Evil Eyes,Adrienne Barbeau,Harvey Keitel,Ramy Zada
29595,Wal-Mart: The High Cost of Low Price,Lee Scott,Don Hunter,Jon Hunter
29697,Faith Like Potatoes,Frank Rautenbach,Jeanne Neilson,Hamilton Dlamini
29715,Major Dundee,Charlton Heston,Richard Harris,Jim Hutton
29731,And Then Came Love,Kevin Daniels,Michael Boatman,Jeremy Gumbs
29912,The Robe,Richard Burton,Jean Simmons,Victor Mature
29917,Exam,Luke Mably,Adar Beck,Chris Carey
29920,Easy Money,Joel Kinnaman,Matias Varela,Dragomir Mrsic
29963,Bright Star,Abbie Cornish,Ben Whishaw,Paul Schneider
29996,Solomon and Sheba,Yul Brynner,Gina Lollobrigida,George Sanders
30082,Forty Shades of Blue,Dina Korzun,Rip Torn,Darren E. Burrows
30128,I Hope They Serve Beer in Hell,Matt Czuchry,Jesse Bradford,Marika Dominczyk
30139,Phat Girlz,Mo'Nique,Jimmy Jean-Louis,Godfrey
30141,The Singing Detective,Robert Downey Jr.,Robin Wright,Mel Gibson
30246,Civil Brand,LisaRaye McCoy,N'Bushe Wright,Monica Calhoun
30309,Real Women Have Curves,America Ferrera,Lupe Ontiveros,Ingrid Oliu
30315,Kingdom of the Spiders,William Shatner,Tiffany Bolling,Woody Strode
30379,Megiddo: The Omega Code 2,Michael York,Michael Biehn,Diane Venora
30497,The Texas Chain Saw Massacre,Marilyn Burns,Allen Danziger,Paul A. Partain
30596,Bodyguards and Assassins,Donnie Yen,Wang Xue-qi,Tony Leung Ka-Fai
30867,Scott Walker: 30 Century Man,Scott Walker,Damon Albarn,David Bowie
30890,Radio Days,Woody Allen,Mia Farrow,Jeff Daniels
30943,The Deep End of the Ocean,Michelle Pfeiffer,Treat Williams,Whoopi Goldberg
30973,The Visual Bible: The Gospel of John,Christopher Plummer,Henry Ian Cusick,Stuart Bunce
30979,The Horse Boy,Simon Baron-Cohen,Temple Grandin,Roy Richard Grinker
31005,Moonlight Mile,Jake Gyllenhaal,Dustin Hoffman,Susan Sarandon
31007,Welcome to the Rileys,Kristen Stewart,James Gandolfini,Melissa Leo
31064,The Business of Strangers,Julia Stiles,Stockard Channing,Frederick Weller
31117,Superbabies: Baby Geniuses 2,Jon Voight,Scott Baio,Vanessa Angel
31163,Chicken Tikka Masala,Chris Bisson,Saeed Jaffrey,Sally Bankes
31166,I Come with the Rain,Josh Hartnett,Elias Koteas,Takuya Kimura
31174,Richard III,Ian McKellen,Annette Bening,Jim Broadbent
31175,Soul Kitchen,Adam Bousdoukos,Birol Ünel,Moritz Bleibtreu
31203,Little Nicholas,Maxime Godart,Valérie Lemercier,Kad Merad
31246,From Justin to Kelly,Kelly Clarkson,Justin Guarini ,Brandon Henschel
31306,Crazy in Alabama,Melanie Griffith,David Morse,Lucas Black
31535,Chairman of the Board,Scott 'Carrot Top' Thompson,Courtney Thorne-Smith,Larry Miller
31582,Flawless,Robert De Niro,Philip Seymour Hoffman,Barry Miller
31640,Blood and Wine,Jack Nicholson,Stephen Dorff,Jennifer Lopez
31668,All The Queen's Men,Matt LeBlanc,Eddie Izzard,James Cosmo
31867,Repo Men,Jude Law,Forest Whitaker,Alice Braga
31908,Ghosts of Mississippi,Alec Baldwin,James Woods,Virginia Madsen
31909,Invaders from Mars,Karen Black,Hunter Carson,Timothy Bottoms
31915,Prophecy,Talia Shire,Robert Foxworth,Armand Assante
31932,City of Ghosts,Matt Dillon,James Caan,Natascha McElhone
32222,American Desi,Kal Penn,Purva Bedi,Deep Katdare
32235,Northfork,James Woods,Nick Nolte,Claire Forlani
32274,Cradle Will Rock,Hank Azaria,Rubén Blades,Joan Cusack
32275,Duel in the Sun,Jennifer Jones,Joseph Cotten,Gregory Peck
32316,Marci X,Lisa Kudrow,Damon Wayans,Richard Benjamin
32395,The Greatest,Pierce Brosnan,Susan Sarandon,Carey Mulligan
32456,Two Girls and a Guy,Robert Downey Jr.,Natasha Gregson Wagner,Heather Graham
32579,Under the Same Moon,Kate del Castillo,Adrián Alonso Barona,Eugenio Derbez
32657,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman,Brandon T. Jackson,Alexandra Daddario
32740,Krrish,Hrithik Roshan,Naseeruddin Shah,Priyanka Chopra
32823,Get Him to the Greek,Jonah Hill,Russell Brand,Rose Byrne
32856,Valentine's Day,Jessica Alba,Jessica Biel,Bradley Cooper
33106,Silver Medalist,Huang Bo,Kong Jiu,Shaohua Ma
33155,Galaxina,Dorothy Stratten,Stephen Macht,Avery Schreiber
33157,Waterloo,Rod Steiger,Christopher Plummer,Orson Welles
33196,Tidal Wave,Park Joong-hoon,Sol Kyung-gu,Uhm Jung-hwa
33217,Diary of a Wimpy Kid,Zachary Gordon,Robert Capron,Rachael Harris
33430,Twin Falls Idaho,Mark Polish,Michael Polish,Michele Hicks
33468,The Brain That Wouldn't Die,Jason Evers,Virginia Leith,Doris Brent
33511,Nowhere Boy,Aaron Taylor-Johnson,Anne-Marie Duff,Kristin Scott Thomas
33542,Rumble in the Bronx,Jackie Chan,Anita Mui,Françoise Yip
33644,How Stella Got Her Groove Back,Angela Bassett,Taye Diggs,Whoopi Goldberg
33667,Gentleman's Agreement,Gregory Peck,Dorothy McGuire,John Garfield
33676,Losin' It,Tom Cruise,Jackie Earle Haley,John Stockwell
33693,Funny Ha Ha,Kate Dollenmayer,Mark Herlehy,Christian Rudder
33870,Mao's Last Dancer,Chi Cao,Chengwu Guo,Wen Bin Huang
33909,Wall Street: Money Never Sleeps,Michael Douglas,Shia LaBeouf,Josh Brolin
34016,She's Out of My League,Alice Eve,Jay Baruchel,Mike Vogel
34043,On the Line,Lance Bass,Joey Fatone,Emmanuelle Chriqui
34069,Cargo,Martin Rapold,Anna-Katharina Schwabroh,Regula Grauwiller
34086,Spaced Invaders,Ariana Richards,Douglas Barr,Royal Dano
34099,Brave New Girl,Virginia Madsen,Lindsey Haun,Barbara Mamabolo
34101,Hollywood Shuffle,Robert Townsend,Craigus R. Johnson,Helen Martin
34106,You Can't Take It With You,Jean Arthur,Lionel Barrymore,James Stewart
34152,Crooklyn,Alfre Woodard,Delroy Lindo,David Patrick Kelly
34314,Turbulence,Ray Liotta,Lauren Holly,Brendan Gleeson
34335,Nine Dead,Melissa Joan Hart,John Terry,Chip Bent
34341,Men with Brooms,Paul Gross,Molly Parker,Leslie Nielsen
34417,Good Intentions,Luke Perry,LeAnn Rimes,Jimmi Simpson
34549,Max Keeble's Big Move,Alex D. Linz,Zena Grey,Nora Dunn
34563,Our Family Wedding,Forest Whitaker,America Ferrera,Carlos Mencia
34584,The NeverEnding Story,Barret Oliver,Gerald McRaney,Noah Hathaway
34592,ZMD: Zombies of Mass Destruction,Janette Armand,Doug Fahl,Cooper Hopkins
34647,Enter the Void,Nathaniel Brown,Paz de la Huerta,Cyril Roy
34653,A Single Man,Colin Firth,Julianne Moore,Nicholas Hoult
34697,Butterfly,Stacy Keach,Pia Zadora,Orson Welles
34723,The Adventures of Huck Finn,Elijah Wood,Courtney B. Vance,Robbie Coltrane
34769,Defendor,Woody Harrelson,Kat Dennings,Elias Koteas
34806,The Back-Up Plan,Jennifer Lopez,Alex O'Loughlin,Danneel Ackles
34813,The Losers,Jeffrey Dean Morgan,Zoe Saldana,Chris Evans
34851,Predators,Topher Grace,Alice Braga,Laurence Fishburne
34941,The Last Time I Committed Suicide,Thomas Jane,Keanu Reeves,Claire Forlani
35019,Nanny McPhee and the Big Bang,Emma Thompson,Asa Butterfield,Ralph Fiennes
35032,The Pirate,Judy Garland,Gene Kelly,Walter Slezak
35056,Date Night,Tina Fey,Steve Carell,Mark Wahlberg
35073,"The Beast from 20,000 Fathoms",Paul Hubschmid,Paula Raymond,Cecil Kellaway
35169,Furry Vengeance,Brendan Fraser,Ken Jeong,Brooke Shields
35199,Wordplay,Will Shortz,Merl Reagle,Tyler Hinman
35219,The Missing Person,Michael Shannon,Amy Ryan,Frank Wood
35688,Why Did I Get Married Too?,Tyler Perry,Janet Jackson,Jill Scott
35689,Don McKay,Thomas Haden Church,Elisabeth Shue,Melissa Leo
35690,The Last Song,Miley Cyrus,Greg Kinnear,Bobby Coleman
35691,Letters to God,Robyn Lively,Jeffrey Johnson,Bailee Madison
35696,Juwanna Mann,"Miguel A. Núñez, Jr.",Vivica A. Fox,Kevin Pollak
35791,Resident Evil: Afterlife,Milla Jovovich,Wentworth Miller,Ali Larter
35944,Lucky Break,James Nesbitt,Olivia Williams,Timothy Spall
36046,The Work and the Glory,Sam Hennings,Brenda Strong,Eric Johnson
36047,The In Crowd,Susan Ward,Lori Heuring,Matthew Settle
36095,Cure,Koji Yakusho,Masato Hagiwara,Tsuyoshi Ujiki
36334,Deadline - U.S.A.,Humphrey Bogart,Ethel Barrymore,Kim Hunter
36351,Light Sleeper,Willem Dafoe,Susan Sarandon,Dana Delany
36355,Flipper,Elijah Wood,Paul Hogan,Jonathan Banks
36419,After.Life,Liam Neeson,Justin Long,Christina Ricci
36549,Yesterday Was a Lie,Chase Masterson,John Newton,Kipleigh Brown
36557,Casino Royale,Daniel Craig,Eva Green,Mads Mikkelsen
36584,Interview with the Assassin,Dylan Haggerty,Renee Faia,Dennis Lau
36586,Blade II,Wesley Snipes,Kris Kristofferson,Ron Perlman
36593,The Naked Gun 33⅓: The Final Insult,Leslie Nielsen,Priscilla Presley,George Kennedy
36597,Wuthering Heights,Tom Hardy,Charlotte Riley,Andrew Lincoln
36643,The World Is Not Enough,Pierce Brosnan,Sophie Marceau,Robert Carlyle
36647,Blade,Wesley Snipes,Stephen Dorff,Kris Kristofferson
36648,Blade: Trinity,Wesley Snipes,Kris Kristofferson,Dominic Purcell
36657,X-Men,Patrick Stewart,Hugh Jackman,Ian McKellen
36658,X2,Patrick Stewart,Hugh Jackman,Ian McKellen
36668,X-Men: The Last Stand,Hugh Jackman,Halle Berry,Ian McKellen
36669,Die Another Day,Pierce Brosnan,Halle Berry,Rosamund Pike
36670,Never Say Never Again,Sean Connery,Kim Basinger,Klaus Maria Brandauer
36691,Solitary Man,Michael Douglas,Danny DeVito,Jesse Eisenberg
36696,Space Dogs,Anna Bolshova,Evgeny Mironov,Sergey Garmash
36739,School Daze,Samuel L. Jackson,Laurence Fishburne,Giancarlo Esposito
36811,The Last Station,James McAvoy,Christopher Plummer,Helen Mirren
36819,Time Bandits,Sean Connery,John Cleese,Shelley Duvall
36825,The R.M.,Kirby Heyborne,,
36955,True Lies,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold
36970,Oceans,Pierce Brosnan,Jacques Perrin,Rie Miyazawa
37003,U2 3D,Bono,The Edge,Adam Clayton
37028,The Magic Flute,Joseph Kaiser,Amy Carson,René Pape
37056,Letters to Juliet,Amanda Seyfried,Christopher Egan,Gael García Bernal
37080,Mother and Child,Naomi Watts,Samuel L. Jackson,Annette Bening
37137,The Naked Gun 2½: The Smell of Fear,Leslie Nielsen,Priscilla Presley,George Kennedy
37165,The Truman Show,Jim Carrey,Laura Linney,Noah Emmerich
37206,A Shine of Rainbows,Connie Nielsen,Aidan Quinn,John Bell
37232,Travellers and Magicians,Tshewang Dendup,Sonam Lhamo,Lhakpa Dorji
37233,The Firm,Tom Cruise,Jeanne Tripplehorn,Gene Hackman
37414,The Killer Inside Me,Casey Affleck,Kate Hudson,Jessica Alba
37495,Four Lions,Riz Ahmed,Nigel Lindsay,Kayvan Novak
37498,Knock Off,Jean-Claude Van Damme,Lela Rochon,Paul Sorvino
37532,Slam,Saul Williams,Sonja Sohn,Bonz Malone
37686,Super 8,Joel Courtney,Elle Fanning,Riley Griffiths
37694,Proud,Vernel Bagneris,Marcus Chait,Michael Ciesla
37707,Splice,Adrien Brody,Sarah Polley,Delphine Chanéac
37710,The Tourist,Johnny Depp,Angelina Jolie,Paul Bettany
37718,The Muse,Albert Brooks,Sharon Stone,Andie MacDowell
37724,Skyfall,Daniel Craig,Judi Dench,Javier Bardem
37735,Easy A,Emma Stone,Stanley Tucci,Amanda Bynes
37737,Kites,Hrithik Roshan,Bárbara Mori,Kabir Bedi
37786,Sex and the City 2,Sarah Jessica Parker,Kristin Davis,Cynthia Nixon
37799,The Social Network,Jesse Eisenberg,Andrew Garfield,Justin Timberlake
37821,Killers,Katherine Heigl,Ashton Kutcher,Tom Selleck
37834,Knight and Day,Tom Cruise,Cameron Diaz,Peter Sarsgaard
37842,Wild Grass,André Dussollier,Sabine Azéma,Emmanuelle Devos
37903,The White Ribbon,Ursina Lardi,Ulrich Tukur,Burghart Klaußner
37931,MacGruber,Will Forte,Kristen Wiig,Val Kilmer
37950,Charlie St. Cloud,Zac Efron,Amanda Crew,Charlie Tahan
37958,Immortals,Mickey Rourke,Kellan Lutz,Isabel Lucas
37964,Brown Sugar,Sanaa Lathan,Taye Diggs,Yasiin Bey
38007,Ira & Abby,Chris Messina,Jennifer Westfeldt,David Margulies
38031,You Will Meet a Tall Dark Stranger,Gemma Jones,Anthony Hopkins,Naomi Watts
38033,Chain Letter,Nikki Reed,Keith David,Brad Dourif
38050,The Adjustment Bureau,Matt Damon,Emily Blunt,John Slattery
38055,Megamind,Will Ferrell,Brad Pitt,Tina Fey
38073,Going the Distance,Drew Barrymore,Justin Long,Charlie Day
38093,Just Wright,Queen Latifah,Common,Paula Patton
38117,Beastly,Alex Pettyfer,Vanessa Hudgens,Mary-Kate Olsen
38153,Shadow Conspiracy,Charlie Sheen,Donald Sutherland,Linda Hamilton
38167,Eat Pray Love,Julia Roberts,James Franco,Javier Bardem
38223,Harriet the Spy,Michelle Trachtenberg,Rosie O'Donnell,J. Smith-Cameron
38303,You Again,Kristen Bell,Sigourney Weaver,Betty White
38317,Zookeeper,Kevin James,Rosario Dawson,Sylvester Stallone
38319,Your Highness,Danny McBride,James Franco,Natalie Portman
38321,Priest,Paul Bettany,Karl Urban,Cam Gigandet
38322,"Big Mommas: Like Father, Like Son",Martin Lawrence,Brandon T. Jackson,Portia Doubleday
38356,Transformers: Dark of the Moon,Shia LaBeouf,John Malkovich,Ken Jeong
38357,Morning Glory,Rachel McAdams,Harrison Ford,Patrick Wilson
38358,The Last Exorcism,Ashley Bell,Patrick Fabian,Iris Bahr
38363,Fair Game,Naomi Watts,Sean Penn,Ty Burrell
38365,Grown Ups,Adam Sandler,Salma Hayek,Maria Bello
38415,Bran Nue Dae,Rocky McKenzie,Geoffrey Rush,Jessica Mauboy
38428,"Gandhi, My Father",Darshan Jariwala,Akshaye Khanna,Bhumika Chawla
38448,Ondine,Colin Farrell,Alicja Bachleda-Curuś,Dervla Kirwan
38541,The Divide,Lauren German,Michael Biehn,Milo Ventimiglia
38543,Ironclad,James Purefoy,Kate Mara,Jason Flemyng
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Bryan Callen,Noureen DeWulf,Mircea Monroe
38579,Marmaduke,Owen Wilson,Emma Stone,George Lopez
38665,The Legend of the Lone Ranger,Christopher Lloyd,Matt Clark,Juanin Clay
38717,Madison,Jim Caviezel,Jake Lloyd,Mary McCormack
38745,Gulliver's Travels,Jack Black,Amanda Peet,Emily Blunt
38757,Tangled,Zachary Levi,Mandy Moore,Donna Murphy
38778,Dinner for Schmucks,Steve Carell,Paul Rudd,Stephanie Szostak
38780,Rampage,Brendan Fletcher,Shaun Sipos,Michael Paré
38810,Dogtooth,Hristos Passalis,Angeliki Papoulia,Mary Tsoni
38843,Ramona and Beezus,Joey King,Selena Gomez,John Corbett
38940,Men of War,Dolph Lundgren,Charlotte Lewis,BD Wong
38970,"Remember Me, My Love",Fabrizio Bentivoglio,Laura Morante,Monica Bellucci
38985,Sorcerer,Roy Scheider,Bruno Cremer,Francisco Rabal
39013,Winter's Bone,Jennifer Lawrence,John Hawkes,Kevin Breznahan
39037,The Good Guy,Alexis Bledel,Colin Egglesfield,Anna Chlumsky
39053,Cyrus,John C. Reilly,Jonah Hill,Marisa Tomei
39055,Free Style,Corbin Bleu,Sandra Echeverría,Madison Pettis
39141,Tadpole,Aaron Stanford,Kate Mara,Bebe Neuwirth
39180,See Spot Run,Michael Clarke Duncan,David Arquette,Leslie Bibb
39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Pelé,Franz Beckenbauer,Carlos Alberto
39209,Shalako,Sean Connery,Brigitte Bardot,Jack Hawkins
39210,Somewhere,Stephen Dorff,Chris Pontius,Erin Wasson
39254,Real Steel,Hugh Jackman,Dakota Goyo,Evangeline Lilly
39269,Out of the Blue,Dennis Hopper,Raymond Burr,Sharon Farrell
39303,2:13,Mark Thompson,Mark Pellegrino,Teri Polo
39349,Sugar Hill,Wesley Snipes,Michael Wright,Donald Faison
39437,Beloved,Oprah Winfrey,Danny Glover,Thandie Newton
39451,Little Fockers,Robert De Niro,Ben Stiller,Owen Wilson
39486,Secretariat,Diane Lane,John Malkovich,Scott Glenn
39513,Paul,Seth Rogen,Simon Pegg,Nick Frost
39514,RED,Bruce Willis,John Malkovich,Helen Mirren
39538,Contagion,Matt Damon,Gwyneth Paltrow,Kate Winslet
39541,Stolen Summer,Aidan Quinn,Bonnie Hunt,Kevin Pollak
39563,The Eclipse,Ciarán Hinds,Aidan Quinn,Iben Hjejle
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,James Marsden,Nick Nolte,Christina Applegate
39780,Oscar and Lucinda,Ralph Fiennes,Cate Blanchett,Ciarán Hinds
39781,The Kids Are All Right,Julianne Moore,Annette Bening,Mark Ruffalo
39800,Life During Wartime,Ally Sheedy,Paul Reubens,Shirley Henderson
39806,Princess Kaiulani,Q'orianka Kilcher,Barry Pepper,Will Patton
39833,Love Me Tender,Richard Egan,Debra Paget,Elvis Presley
39845,Love Ranch,Helen Mirren,Joe Pesci,Sergio Peris-Mencheta
39851,Clean,Maggie Cheung,Nick Nolte,Béatrice Dalle
39895,From a Whisper to a Scream,Vincent Price,Clu Gulager,Terry Kiser
39939,Super Troopers,Jay Chandrasekhar,Steve Lemme,Kevin Heffernan
40001,Mrs. Winterbourne,Shirley MacLaine,Ricki Lake,Brendan Fraser
40160,Meteor,Sean Connery,Natalie Wood,Karl Malden
40185,Camping Sauvage,Denis Lavant,Isild Le Besco,Pascal Bongard
40247,Please Give,Rebecca Hall,Catherine Keener,Amanda Peet
40264,Vampires Suck,Chris Riggi,Matt Lanter,Jenn Proske
40428,8: The Mormon Proposition,Rocky Mayor Anderson,Matt Aune,Tyler Barrick
40494,Trapeze,Burt Lancaster,Tony Curtis,Gina Lollobrigida
40505,I Got the Hook Up,Master P,Anthony Johnson,Ice Cube
40652,The Married Woman,Macha Méril,Bernard Noël,Philippe Leroy
40658,Starsuckers,Ellis Cashmore,Max Clifford,Richard Curtis
40688,Meet the Deedles,Paul Walker,John Ashton,Dennis Hopper
40769,Mutual Appreciation,Justin Rice,Rachel Clift,Andrew Bujalski
40794,Loose Cannons,Nicole Grimaudo,Riccardo Scamarcio,Alessandro Preziosi
40805,The Green Hornet,Seth Rogen,Jay Chou,Christoph Waltz
40807,50/50,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick
40862,Iraq for Sale: The War Profiteers,Shereef Akeel,,
40880,Pandaemonium,Linus Roache,John Hannah,Samantha Morton
40914,Royal Kill,Pat Morita,Eric Roberts,Gail Kim
40920,The Business of Fancydancing,Evan Adams,Michelle St. John,Gene Tagaban
40932,Can't Stop the Music,Alex Briley,David Hodo,Glenn Hughes
41009,Perrier’s Bounty,Cillian Murphy,Brendan Gleeson,Jim Broadbent
41110,I Am Love,Tilda Swinton,Flavio Parenti,Edoardo Gabbriellini
41144,To Save A Life,Randy Wayne,Deja Kreutzberg,Joshua Weigel
41154,Men in Black 3,Will Smith,Tommy Lee Jones,Josh Brolin
41210,The Switch,Jason Bateman,Jennifer Aniston,Jeff Goldblum
41216,Legend of the Guardians: The Owls of Ga'Hoole,Emily Barclay,Abbie Cornish,Essie Davis
41233,Step Up 3D,Rick Malambri,Adam G. Sevani,Joe Slaughter
41248,The Girl on the Train,Michel Blanc,Catherine Deneuve,Émilie Dequenne
41283,Faster,Dwayne Johnson,Billy Bob Thornton,Maggie Grace
41317,Caravans,Anthony Quinn,Jennifer O'Neill,Michael Sarrazin
41382,Lottery Ticket,Shad Moss,Brandon T. Jackson,Naturi Naughton
41402,Let Me In,Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins
41436,Paranormal Activity 2,Katie Featherston,David Bierend,Brian Boland
41439,Saw: The Final Chapter,Tobin Bell,Costas Mandylor,Betsy Russell
41446,Scream 4,David Arquette,Neve Campbell,Courteney Cox
41469,Next Stop Wonderland,Hope Davis,Philip Seymour Hoffman,Holland Taylor
41479,The Joneses,David Duchovny,Demi Moore,Amber Heard
41488,The Statement,Michael Caine,Tilda Swinton,Jeremy Northam
41508,Fateless,Marcell Nagy,Béla Dóra,Bálint Péntek
41513,The Smurfs,Hank Azaria,Neil Patrick Harris,Jayma Mays
41515,Yogi Bear,Dan Aykroyd,Justin Timberlake,Anna Faris
41630,No Strings Attached,Natalie Portman,Ashton Kutcher,Kevin Kline
41730,Desert Blue,Casey Affleck,Kate Hudson,Brendan Sexton III
41733,Due Date,Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan
41823,Mo' Better Blues,Denzel Washington,Spike Lee,Wesley Snipes
41830,The Party's Over,Oliver Reed,Clifford David,Ann Lynn
41894,Blood Done Sign My Name,Natalie Alyn Lind,Michael Rooker,Emily Alyn Lind
42033,Def-Con 4,Lenore Zann,Maury Chaykin,Kate Lynch
42057,It's a Wonderful Afterlife,Shabana Azmi,Goldy Notay,Sendhil Ramamurthy
42109,Gabriela,Sônia Braga,Marcello Mastroianni,Antonio Cantafora
42151,Down Terrace,Robert Hill,Robin Hill,Julia Deakin
42188,Never Let Me Go,Carey Mulligan,Andrew Garfield,Keira Knightley
42222,Julia,Jane Fonda,Vanessa Redgrave,Jason Robards
42297,Burlesque,Cher,Christina Aguilera,Eric Dane
42345,The Molly Maguires,Sean Connery,Samantha Eggar,Richard Harris
42497,Pink Narcissus,Bobby Kendall,Donald L. Brooks,Charles Ludlam
42586,Darling Lili,Julie Andrews,Rock Hudson,Jeremy Kemp
42618,Sweet Charity,Shirley MacLaine,John McMartin,Ricardo Montalban
42684,Skyline,Eric Balfour,Scottie Thompson,David Zayas
42807,The Newton Boys,Matthew McConaughey,Skeet Ulrich,Ethan Hawke
