Index,budget,revenue,original_title,genres,release_year
8119,15000000,6700000,Mighty Aphrodite,Comedy,1995
10711,0,0,Darling,Romance,1965
5233,90000000,589390539,Men in Black,Comedy,1997
8474,60000000,129832389,Jingle All the Way,Family,1996
8529,0,1500000,Beautiful Thing,Drama,1996
2633,93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,Action,2001
7626,0,9234510,The Visitor,Music,2007
4299,0,0,City Slickers II: The Legend of Curly's Gold,Drama,1994
9490,10000000,21486757,Married to the Mob,Crime,1988
9280,0,4557214,The Mighty Quinn,Mystery,1989
8361,17000000,0,Mo' Money,Thriller,1992
7042,35000000,36098382,Jersey Girl,Comedy,2004
4656,5300000,0,The Outback,Family,2012
8610,0,0,Brassed Off,Comedy,1996
8036,5000000,34725000,Psycho II,Horror,1983
2472,40000000,128798265,The Talented Mr. Ripley,Thriller,1999
10667,0,0,Soldier Blue,Western,1970
10821,0,0,Fahrenheit 451,Science Fiction,1966
10293,0,18994653,Sniper,Action,1993
8047,8000000,0,Rock & Rule,Adventure,1983
6586,35000000,15304890,The Fountain,Science Fiction,2006
3307,2000000,0,Feast II: Sloppy Seconds,Comedy,2008
2517,11000000,0,A Midsummer Night's Dream,Fantasy,1999
10509,3000000,19472057,Friday the 13th Part VI: Jason Lives,Mystery,1986
2511,70000000,11263966,Chill Factor,Thriller,1999
3833,0,0,"A Fairly Odd Movie: Grow Up, Timmy Turner!",Fantasy,2011
2503,0,0,K-911,Action,1999
2247,0,0,Abandoned,Thriller,2010
7524,0,0,Battlestar Galactica: Razor,Drama,2007
3278,0,900689,The Great Buck Howard,Drama,2008
4308,400000,0,Kickboxer 4: The Aggressor,Drama,1994
6563,90000000,289847354,The Departed,Thriller,2006
287,5000000,2333684,Jem and the Holograms,Fantasy,2015
2975,32000000,51155219,Defiance,Drama,2008
5092,0,21384035,Cold Creek Manor,Drama,2003
6194,40000000,158733820,Sin City,Action,2005
3214,0,0,Train,Thriller,2008
9952,1300000,72266306,Vanishing Point,Thriller,1971
6468,0,0,Saint-Jacques... La Mecque,Comedy,2005
6256,60000000,129181830,Cheaper by the Dozen 2,Adventure,2005
7608,0,0,Tin Man,Adventure,2007
1691,0,0,Prep & Landing,Fantasy,2009
6645,0,0,The Butterfly Effect 2,Thriller,2006
2821,0,0,The Grey Zone,Drama,2001
1932,18000000,35692920,127 Hours,Thriller,2010
2910,9000000,0,Starship Troopers 3: Marauder,Action,2008
2689,48000000,85498534,Rat Race,Comedy,2001
210,8000000,1411927,99 Homes,Drama,2015
7924,25000000,38348988,City Heat,Action,1984
2283,4500000,123820,The Romantics,Comedy,2010
8995,140000000,285444603,Lethal Weapon 4,Drama,1998
10363,0,0,Sing si lip yan,Action,1993
2084,13000000,0,The Killer Inside Me,Crime,2010
2362,0,0,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,Comedy,2010
9706,0,7305209,Who's That Girl,Comedy,1987
10667,0,0,Soldier Blue,Romance,1970
8167,0,0,A Kid in King Arthur's Court,Comedy,1995
7214,0,0,Unstoppable,Thriller,2004
2934,40000000,151161491,Vantage Point,Action,2008
8400,5000000,42365581,Time Bandits,Comedy,1981
10055,37931000,27931461,The Rescuers Down Under,Adventure,1990
10146,750000,0,The Time Machine,Fantasy,1960
3215,4000000,530048,Oorlogswinter,War,2008
2078,0,3826,Sinners and Saints,Thriller,2010
6237,0,0,The Descent,Adventure,2005
3534,15000000,0,The Son of No One,Drama,2011
6192,180000000,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Family,2005
4243,17000000,0,The Neverending Story III: Escape from Fantasia,Fantasy,1994
3449,40000000,88100000,Season of the Witch,Action,2011
376,0,0,12 Rounds 3: Lockdown,Thriller,2015
4010,40000000,22433915,City By The Sea,Drama,2002
1368,500000,17000000,Kingdom of the Spiders,Science Fiction,1977
10236,21,42,Teenage Mutant Ninja Turtles III,Fantasy,1993
4684,5000000,0,Assassin's Bullet,Thriller,2012
8852,7000000,0,My Dog Skip,Family,2000
5692,0,0,Mike Tyson: Undisputed Truth,Comedy,2013
3022,6100000,0,Niko: LentÃ¤jÃ¤n poika,Animation,2008
5631,0,39881,Killing Season,Thriller,2013
785,0,0,The Cobbler,Comedy,2014
3760,25000000,0,è³½å¾·å…‹Â·å·´èŠ (ä¸Š)  å¤ªé™½æ——,Drama,2011
2030,0,4430765,The Way,Adventure,2010
7969,1000000,35000000,Ghoulies,Comedy,1984
3736,70000,0,Absentia,Thriller,2011
1439,70000000,171844840,Couples Retreat,Romance,2009
7715,0,0,Kickin' It Old Skool,Comedy,2007
1352,6000000,30000000,Airport '77,Drama,1977
3709,0,0,Book of Dragons,Action,2011
9627,0,18553948,Some Kind of Wonderful,Drama,1987
1670,35000000,0,BaarÃ¬a,Drama,2009
8496,25000000,14048372,The Arrival,Science Fiction,1996
8324,35000000,4651977,Radio Flyer,Drama,1992
889,0,0,Barbie and the Secret Door,Adventure,2014
7744,0,0,Oliver Twist,Adventure,2007
9768,0,0,The Four Musketeers,Drama,1974
4083,0,13102295,Long Time Dead,Thriller,2002
8156,0,0,Othello,Drama,1995
5259,24000000,172363301,Scream 2,Mystery,1997
4002,40000000,16872671,Life or Something Like It,Comedy,2002
654,200000000,705717432,The Amazing Spider-Man 2,Fantasy,2014
889,0,0,Barbie and the Secret Door,Family,2014
5163,20000000,0,Frank Herbert's Children of Dune,Drama,2003
4139,0,0,2009 ë¡œìŠ¤íŠ¸ë©”ëª¨ë¦¬ì¦ˆ,Thriller,2002
6285,35000000,30526509,Two for the Money,Drama,2005
10026,0,0,Bird on a Wire,Comedy,1990
1039,0,0,Blood Punch,Thriller,2014
6354,35000000,86369815,Sky High,Family,2005
4655,0,0,Game Change,Drama,2012
7416,150000000,169332978,Meet the Robinsons,Animation,2007
7678,0,0,Botched,Comedy,2007
1487,150000000,836297228,Transformers: Revenge of the Fallen,Science Fiction,2009
4663,0,0,100 Bloody Acres,Horror,2012
2877,140000000,585174222,Iron Man,Adventure,2008
2433,73000000,151493655,The Bone Collector,Mystery,1999
4327,0,0,Iron Will,Drama,1994
6484,0,0,The Ice Harvest,Adventure,2005
8984,20000000,67200000,Wild Things,Drama,1998
7387,300000000,961000000,Pirates of the Caribbean: At World's End,Adventure,2007
3212,8000000,0,Krabat,Action,2008
7043,90000000,102000000,The Stepford Wives,Comedy,2004
2484,25000000,13000000,Brokedown Palace,Drama,1999
5374,0,0,The Spanish Prisoner,Mystery,1997
8033,22000000,64892670,Staying Alive,Drama,1983
9052,0,0,A Knight in Camelot,Fantasy,1998
1357,3000000,0,The Hobbit,Family,1977
10065,0,0,Moon 44,Science Fiction,1990
1957,37000000,154026136,The Town,Drama,2010
4210,60000000,37000000,Junior,Romance,1994
1376,0,0,Martin,Horror,1977
4699,0,0,The Details,Drama,2012
3307,2000000,0,Feast II: Sloppy Seconds,Horror,2008
3680,28000000,10126458,Shark Night,Horror,2011
4820,0,0,Interview with a Hitman,Action,2012
8250,35000000,156563139,Under Siege,Action,1992
4519,35000000,31083599,Premium Rush,Crime,2012
5407,0,4529843,McHale's Navy,Comedy,1997
10548,0,38702310,About Last Night...,Comedy,1986
3312,3000000,0,Fire and Ice: The Dragon Chronicles,Adventure,2008
7179,6500000,1548955,A Home at the End of the World,Drama,2004
5826,0,0,The Wizards Return: Alex vs. Alex,Drama,2013
7542,22000000,0,Mr. Woodcock,Romance,2007
9602,27000000,38122105,The Running Man,Science Fiction,1987
9835,0,30000000,Rollerball,Science Fiction,1975
9089,18000000,9495408,The Red Violin,Drama,1998
8924,0,0,The World According to Garp,Comedy,1982
1607,7300000,10329747,Harry Brown,Action,2009
8829,0,0,Skipped Parts,Comedy,2000
6587,100000000,384335608,Happy Feet,Animation,2006
1999,47000000,10539000,Jonah Hex,Fantasy,2010
4397,30000000,40346186,Safe,Thriller,2012
3682,0,0,United,History,2011
3531,45000000,165184237,The Muppets,Comedy,2011
3783,4200000,0,Memorial Day,Drama,2011
1485,8000000,0,Green Street Hooligans 2,Thriller,2009
8001,6200000,63541777,Risky Business,Romance,1983
222,0,0,The Childhood of a Leader,Drama,2015
8994,90000000,142940100,Meet Joe Black,Drama,1998
5021,80000000,68514844,Looney Tunes: Back in Action,Comedy,2003
76,99000000,246233113,The Peanuts Movie,Adventure,2015
4470,20000000,52302796,Silent Hill: Revelation 3D,Horror,2012
9943,0,0,Macbeth,History,1971
2052,0,36699403,When in Rome,Romance,2010
4181,30000000,350448145,Speed,Thriller,1994
398,0,0,Some Kind Of Hate,Horror,2015
8596,0,0,My Fellow Americans,Drama,1996
3383,50000000,142851197,"Crazy, Stupid, Love.",Comedy,2011
2572,35000000,0,The Other Sister,Comedy,1999
9570,0,0,The Couch Trip,Comedy,1988
8143,0,0,I.D.,Crime,1995
919,0,7171,ABCs of Death 2,Horror,2014
4632,0,0,The Battery,Drama,2012
659,160000000,529076069,Godzilla,Action,2014
2197,0,0,Altitude,Thriller,2010
9856,15000000,50000000,How the West Was Won,Action,1962
7024,105000000,115772733,The Chronicles of Riddick,Action,2004
6385,20000000,67192859,Boogeyman,Mystery,2005
5222,0,0,The Young Black Stallion,Family,2003
2301,0,951179,The Trip,Drama,2010
2004,2000000,7871522,Inside Job,Documentary,2010
10501,25000000,79817939,The Golden Child,Adventure,1986
7853,0,0,Time After Time,Drama,1979
7604,0,44852,The Babysitters,Drama,2007
10413,4000000,56666667,Guess Who's Coming to Dinner,Comedy,1967
9854,0,0,Hatari!,Action,1962
5434,76000000,970761885,Despicable Me 2,Animation,2013
687,50000000,83719388,The Judge,Drama,2014
5553,0,0,The Last Days on Mars,Thriller,2013
5260,45000000,181000000,Liar Liar,Comedy,1997
4052,12000000,0,The House on Turk Street,Mystery,2002
3996,38000000,119723358,Spy Kids 2: Island of Lost Dreams,Action,2002
2353,0,0,Letters to God,Drama,2010
1783,15000000,0,"Give 'em Hell, Malone",Action,2009
453,0,0,Bravetown,Music,2015
8439,0,0,Caveman,Comedy,1981
3556,0,0,A Princess for Christmas,Comedy,2011
5661,100000,444098,Upstream Color,Science Fiction,2013
5469,130000000,61648500,R.I.P.D.,Action,2013
10161,0,0,The Alamo,History,1960
9849,1100000,59600000,Dr. No,Thriller,1962
2642,140000000,449220945,Pearl Harbor,Romance,2001
6723,45000000,38399961,Last Holiday,Drama,2006
2761,35000000,29400000,The Pledge,Crime,2001
9636,38000000,0,Empire of the Sun,Drama,1987
783,5000000,2367161,The Guest,Action,2014
8149,500000,1148752,Living in Oblivion,Comedy,1995
8938,4500000,0,Silent Rage,Action,1982
6805,0,11449638,Material Girls,Drama,2006
8651,0,0,Mystery Science Theater 3000: The Movie,Science Fiction,1996
1235,0,0,Klondike,History,2014
8473,12000000,41205099,Happy Gilmore,Comedy,1996
38,50000000,71561644,Run All Night,Drama,2015
7687,0,0,Outpost,Action,2007
9630,20000000,66673516,Dragnet,Action,1987
8919,8000000,21028755,Creepshow,Horror,1982
4925,0,0,Hold Your Breath,Horror,2012
9164,0,0,Almost Heroes,Action,1998
2761,35000000,29400000,The Pledge,Thriller,2001
8267,15000000,44065653,Passenger 57,Thriller,1992
426,1500000,0,Full Out,History,2015
146,0,17671101,Regression,Horror,2015
3308,0,23311391,La Misma Luna,Drama,2008
9039,20000000,0,Vampires,Horror,1998
2631,0,0,Mulholland Dr.,Drama,1999
2548,0,0,True Crime,Drama,1999
4773,2500000,0,Alien Uprising,Adventure,2012
8741,0,0,Small Time Crooks,Action,2000
3765,3,0,Death of a Superhero,Drama,2011
6138,0,0,Invasion U.S.A.,Action,1985
7035,80000000,96105964,The Manchurian Candidate,Thriller,2004
3121,0,0,The Librarian: The Curse of the Judas Chalice,Adventure,2008
7550,0,0,Ex Drummer,Crime,2007
1123,0,153516,The Look of Silence,Documentary,2014
5393,0,7240837,B.A.P.S.,Action,1997
9135,33000000,0,Knock Off,Adventure,1998
477,0,0,Jack of the Red Hearts,Drama,2015
9729,10000000,16800000,Oliver!,Family,1968
73,150000000,128388320,Pan,Adventure,2015
3041,0,0,Futurama: Bender's Game,Comedy,2008
769,28000000,68896829,Brick Mansions,Drama,2014
8851,0,0,Snow Day,Family,2000
9997,50000000,41482207,Gremlins 2: The New Batch,Fantasy,1990
5703,0,1031243,Ain't Them Bodies Saints,Western,2013
4069,0,0,Cadet Kelly,Drama,2002
8259,0,105232691,Sneakers,Drama,1992
2935,24000000,42105111,Zack and Miri Make a Porno,Comedy,2008
4746,0,0,Tower Block,Thriller,2012
9139,0,0,Hurlyburly,Drama,1998
9945,0,0,Big Jake,Western,1971
1252,0,0,CÃ¡sese quien pueda,Romance,2014
2955,80000000,163733697,Four Christmases,Romance,2008
10303,15000000,118243066,Beethoven's 2nd,Comedy,1993
6129,4500000,10609321,After Hours,Comedy,1985
5994,0,0,Girl Rising,Documentary,2013
4994,70000000,85632458,Tears of the Sun,Action,2003
6916,0,0,10.5: Apocalypse,Drama,2006
2812,0,0,To End All Wars,Comedy,2001
9986,22000000,505000000,Ghost,Thriller,1990
6350,0,0,Tom and Jerry: The Fast and the Furry,Comedy,2005
10776,0,0,The Silent Partner,Drama,1978
5023,85000000,80916492,The Rundown,Adventure,2003
10383,0,0,Doppelganger,Thriller,1993
4220,18000000,5887457,Ed Wood,Comedy,1994
10257,13500000,11285588,Manhattan Murder Mystery,Crime,1993
6993,75000000,367275019,Shark Tale,Comedy,2004
6324,25000000,82466670,The Constant Gardener,Thriller,2005
154,12000000,0,Il racconto dei racconti,Horror,2015
4289,40000000,0,North,Science Fiction,1994
5174,17000000,0,Good Boy!,Comedy,2003
10075,0,0,Miami Blues,Drama,1990
9608,17000000,19300000,Superman IV: The Quest for Peace,Thriller,1987
1517,8000000,0,Mary and Max,Comedy,2009
10585,0,0,Dead End Drive-In,Action,1986
6270,84000000,0,Son of the Mask,Family,2005
8245,80000000,280000000,Batman Returns,Thriller,1992
1962,100000000,170432927,The Other Guys,Crime,2010
7913,3000000,14418922,Night of the Comet,Horror,1984
1913,0,0,De Dana Dan,Foreign,2009
339,0,0,Barbie in Rock 'N Royals,Animation,2015
9067,0,299200,SLC Punk,Drama,1998
8686,95000000,76432727,The Road to El Dorado,Adventure,2000
7054,56000000,57223890,Walking Tall,Action,2004
9653,1000000,14564027,Hellraiser,Horror,1987
114,28000000,28208085,American Ultra,Action,2015
8144,62000000,107879496,The American President,Drama,1995
1521,20000000,1017401,Horsemen,Thriller,2009
4579,0,0,Marvel One-Shot: Item 47,Science Fiction,2012
7828,35000000,139000000,Star Trek: The Motion Picture,Science Fiction,1979
282,0,0,The Final Girls,Comedy,2015
1689,0,0,Nine Miles Down,Thriller,2009
7162,0,0,Dear Frankie,Family,2004
8632,2500000,0,The Dentist,Thriller,1996
5383,0,0,A Simple Wish,Family,1997
8981,55000000,41610884,Ronin,Crime,1998
4527,0,0,Tangled Ever After,Comedy,2012
10323,8000000,2000000,Red Rock West,Thriller,1993
7628,25000000,0,Cleaner,Thriller,2007
6212,25000000,122489822,Nanny McPhee,Family,2005
306,0,228136,A Royal Night Out,Drama,2015
10791,6800000,26518355,Damien: Omen II,Drama,1978
669,15000000,121201940,The Theory of Everything,Romance,2014
4952,30000000,180949000,Kill Bill: Vol. 1,Action,2003
137,35000000,51680201,Hot Pursuit,Action,2015
9875,0,0,In Search of the Castaways,Adventure,1962
10647,1000000,2000000,Dillinger,Drama,1973
696,25000000,153997819,Ride Along,Comedy,2014
1191,0,0,ç­‰ä¸€å€‹äººå’–å•¡,Romance,2014
10843,0,0,Khartoum,History,1966
3482,130000000,150406466,Happy Feet Two,Music,2011
5832,0,0,Downloaded,Documentary,2013
6429,0,0,Reeker,Horror,2005
5465,100000000,268426634,Epic,Fantasy,2013
3148,0,188126,Repo! The Genetic Opera,Comedy,2008
5243,60000000,26673242,Event Horizon,Horror,1997
7690,0,0,Nancy Drew,Adventure,2007
6907,0,0,Teen Titans: Trouble in Tokyo,Action,2006
10451,750000,0,The Day of the Triffids,Horror,1963
6684,85000000,158468292,The Fast and the Furious: Tokyo Drift,Action,2006
10070,0,0,The Rookie,Drama,1990
6912,0,0,Drake And Josh Go Hollywood,Comedy,2006
4086,0,0,Deathwatch,Horror,2002
2950,2900000,0,Felon,Drama,2008
681,9000000,108782847,The Purge: Anarchy,Horror,2014
6938,0,0,Read It and Weep,Comedy,2006
2676,137000000,85131830,Final Fantasy: The Spirits Within,Adventure,2001
3249,0,0,Eldorado,Comedy,2008
6686,30000000,35078241,Miss Potter,Romance,2006
3419,40000000,85412898,The Lincoln Lawyer,Crime,2011
8090,0,35348597,A Goofy Movie,Comedy,1995
10188,0,0,Murder by Death,Comedy,1976
5475,17000000,97542952,Evil Dead,Horror,2013
8649,0,0,Ghosts of Mississippi,History,1996
6636,0,3669465,The Fall,Adventure,2006
4991,50000000,177371441,How to Lose a Guy in 10 Days,Romance,2003
177,0,30229977,Far from the Madding Crowd,Romance,2015
9782,0,0,The Parallax View,Drama,1974
99,30000000,107597242,Paul Blart: Mall Cop 2,Comedy,2015
7308,0,0,Fat City,Drama,1972
6558,125000000,758239851,The Da Vinci Code,Thriller,2006
2789,0,0,Texas Rangers,Drama,2001
10275,35000000,18635620,Geronimo: An American Legend,Action,1993
10179,8500000,70600000,All the President's Men,History,1976
3086,0,0,Alien Raiders,Science Fiction,2008
3410,15000000,133432856,The Artist,Romance,2011
7314,18000000,23000000,Raging Bull,Drama,1980
6087,19000000,61389680,The Goonies,Comedy,1985
2915,130000000,49554002,Australia,Drama,2008
7009,155000000,167298192,Alexander,Adventure,2004
1001,0,0,Flowers in the Attic,Thriller,2014
785,0,0,The Cobbler,Drama,2014
2220,20000000,4634062,Dylan Dog: Dead of Night,Mystery,2010
6492,0,6584159,Millions,Comedy,2005
7635,0,0,Flood,Action,2007
8288,220000,2040920,El Mariachi,Thriller,1992
10252,22000000,10696210,RoboCop 3,Thriller,1993
5819,0,0,Hatchet III,Thriller,2013
1500,70000000,104945765,Planet 51,Family,2009
3565,4798235,209696,The Awakening,Thriller,2011
4929,0,0,The Comedy,Drama,2012
10226,44000000,368875760,The Fugitive,Adventure,1993
7327,6500000,31899000,Dressed to Kill,Mystery,1980
6083,20000000,18432000,Ladyhawke,Adventure,1985
4230,35000000,99423521,Street Fighter,Action,1994
3226,1500000,0,Lymelife,Drama,2008
9205,0,15704614,Leviathan,Thriller,1989
2819,0,0,Scooby-Doo and the Cyber Chase,Animation,2001
10834,0,0,Return of the Seven,Action,1966
8896,20000000,68851475,Conan the Barbarian,Action,1982
10030,0,0,Alice,Comedy,1990
2119,20000000,54956140,The Crazies,Action,2010
5435,190000000,467365246,Star Trek Into Darkness,Action,2013
7463,28000000,92601050,No Reservations,Comedy,2007
4131,55000000,0,Death to Smoochy,Crime,2002
1850,9000000,0,Against the Dark,Thriller,2009
3809,0,0,Nova Zembla,History,2011
9298,0,0,Gross Anatomy,Drama,1989
7070,15000000,29331068,Confessions of a Teenage Drama Queen,Romance,2004
6663,35000000,42064105,A Good Year,Drama,2006
4658,0,0,Hello I Must Be Going,Drama,2012
8169,0,0,The Englishman Who Went Up a Hill But Came Down a Mountain,Romance,1995
1612,50000000,12764201,Street Fighter: The Legend of Chun-Li,Adventure,2009
9598,40000000,191185897,The Living Daylights,Adventure,1987
2468,75000000,0,Inspector Gadget,Comedy,1999
8681,52000000,256271286,Erin Brockovich,Drama,2000
2163,10000000,0,Kongen av BastÃ¸y,Action,2010
4730,0,0,The Pelayos,Drama,2012
1934,155000000,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fantasy,2010
5496,55000000,9489829,Bullet to the Head,Thriller,2013
2067,10000000,6110000,MacGruber,Action,2010
9931,20000000,0,Bedknobs and Broomsticks,Comedy,1971
8724,83000000,59468275,The Flintstones in Viva Rock Vegas,Romance,2000
10022,10000000,16153593,Mo' Better Blues,Drama,1990
7835,0,39946780,Manhattan,Drama,1979
5026,0,15614000,View from the Top,Comedy,2003
4185,0,0,The Return of Jafar,Animation,1994
8966,0,0,Made in Britain,Drama,1982
8037,0,0,Losin' It,Comedy,1983
10626,0,0,The Train Robbers,Western,1973
7069,0,0,Five Children and It,Science Fiction,2004
5822,0,0,Torment,Thriller,2013
4519,35000000,31083599,Premium Rush,Action,2012
8301,0,754935,Love Potion No. 9,Comedy,1992
4151,11000000,0,Max,War,2002
2695,0,0,The Hole,Crime,2001
7493,0,0,Then She Found Me,Comedy,2007
2313,0,0,Tick Tock Tale,Animation,2010
2144,0,0,PiÃ¨ce MontÃ©e,Comedy,2010
6328,80000000,10166502,The Great Raid,Action,2005
2752,0,15705007,Enigma,Thriller,2001
4507,22000000,77112176,Diary of a Wimpy Kid: Dog Days,Family,2012
6442,0,793604,Lemming,Drama,2005
340,0,0,Circle,Thriller,2015
5912,0,0,Against the Wild,Adventure,2013
10000,32000000,16283667,The Neverending Story II: The Next Chapter,Fantasy,1990
10315,3500000,27900000,Menace II Society,Crime,1993
7652,0,0,The Pixar Story,Documentary,2007
4144,0,0,Ted Bundy,Drama,2002
4384,102000000,130482868,Cloud Atlas,Drama,2012
4977,130000000,273339556,Bad Boys II,Action,2003
2247,0,0,Abandoned,Mystery,2010
2585,0,0,Better Than Chocolate,Drama,1999
7208,0,0,The Chronicles of Riddick: Dark Fury,Science Fiction,2004
5941,0,0,Au bout du conte,Comedy,2013
6733,0,0,Man About Town,Comedy,2006
2624,12000000,21001563,Tea with Mussolini,War,1999
3165,0,0,$5 a Day,Comedy,2008
10076,0,5765562,Leatherface: Texas Chainsaw Massacre III,Thriller,1990
