cuisine_style,ranking,rating,reviews_number
 Vegan Options,1250.0,4.0,230.0
 Gluten Free Options,1250.0,4.0,230.0
unknown,2406.0,3.5,4.0
Italian,898.0,4.5,72.0
 European,898.0,4.5,72.0
 Mediterranean,898.0,4.5,72.0
 Vegetarian Friendly,898.0,4.5,72.0
 Vegan Options,898.0,4.5,72.0
Cafe,10435.0,3.5,148.0
 British,10435.0,3.5,148.0
British,795.0,4.5,166.0
 Scottish,795.0,4.5,166.0
 Indian,795.0,4.5,166.0
 Bar,795.0,4.5,166.0
Indian,780.0,4.5,26.0
unknown,2424.0,3.0,56.0
unknown,3232.0,3.5,12.0
Italian,1957.0,2.5,4.0
 Pizza,1957.0,2.5,4.0
Swiss,1049.0,3.5,131.0
 European,1049.0,3.5,131.0
Mediterranean,1852.0,4.0,47.0
 Middle Eastern,1852.0,4.0,47.0
Bar,1677.0,4.5,30.0
 Contemporary,1677.0,4.5,30.0
 Pub,1677.0,4.5,30.0
 German,1677.0,4.5,30.0
 Vegetarian Friendly,1677.0,4.5,30.0
 Vegan Options,1677.0,4.5,30.0
 Gluten Free Options,1677.0,4.5,30.0
Persian,251.0,4.5,87.0
 Vegetarian Friendly,251.0,4.5,87.0
 Vegan Options,251.0,4.5,87.0
 Halal,251.0,4.5,87.0
Asian,7133.0,4.0,38.0
 Korean,7133.0,4.0,38.0
Asian,3157.0,3.5,3.0
French,12547.0,3.5,3.0
unknown,5748.0,4.5,28.0
Pizza,16441.0,1.0,NaN
unknown,1236.0,4.5,2.0
French,200.0,4.0,209.0
Bar,12120.0,3.5,28.0
 British,12120.0,3.5,28.0
 Pub,12120.0,3.5,28.0
French,5255.0,4.0,88.0
 Seafood,5255.0,4.0,88.0
 European,5255.0,4.0,88.0
 Mediterranean,5255.0,4.0,88.0
Swiss,234.0,4.0,148.0
 European,234.0,4.0,148.0
 Central European,234.0,4.0,148.0
 Cafe,234.0,4.0,148.0
 Vegetarian Friendly,234.0,4.0,148.0
French,1230.0,5.0,4.0
 Cafe,1230.0,5.0,4.0
 Fast Food,1230.0,5.0,4.0
European,159.0,4.5,19.0
 Slovenian,159.0,4.5,19.0
 Central European,159.0,4.5,19.0
American,3659.0,4.5,4.0
 Barbecue,3659.0,4.5,4.0
Mediterranean,495.0,4.5,266.0
 European,495.0,4.5,266.0
 Spanish,495.0,4.5,266.0
 Vegetarian Friendly,495.0,4.5,266.0
 Vegan Options,495.0,4.5,266.0
 Gluten Free Options,495.0,4.5,266.0
unknown,5639.0,3.5,12.0
Bar,15003.0,3.0,314.0
 British,15003.0,3.0,314.0
 Pub,15003.0,3.0,314.0
 Vegetarian Friendly,15003.0,3.0,314.0
Cafe,591.0,4.5,80.0
 European,591.0,4.5,80.0
 Vegetarian Friendly,591.0,4.5,80.0
 Vegan Options,591.0,4.5,80.0
Indian,14650.0,3.5,34.0
 Asian,14650.0,3.5,34.0
 Balti,14650.0,3.5,34.0
 Eastern European,14650.0,3.5,34.0
European,1312.0,3.0,127.0
Italian,627.0,4.0,74.0
 Pizza,627.0,4.0,74.0
 European,627.0,4.0,74.0
 Mediterranean,627.0,4.0,74.0
 Vegetarian Friendly,627.0,4.0,74.0
Austrian,1306.0,4.0,28.0
 European,1306.0,4.0,28.0
Scandinavian,779.0,4.0,50.0
 Danish,779.0,4.0,50.0
 Bar,779.0,4.0,50.0
German,70.0,4.5,143.0
 Bar,70.0,4.5,143.0
 European,70.0,4.5,143.0
 Pub,70.0,4.5,143.0
 Central European,70.0,4.5,143.0
 Gastropub,70.0,4.5,143.0
 Vegetarian Friendly,70.0,4.5,143.0
unknown,5009.0,4.0,NaN
Italian,4374.0,4.0,61.0
 Cafe,4374.0,4.0,61.0
Mediterranean,156.0,4.5,695.0
 Spanish,156.0,4.5,695.0
 Vegetarian Friendly,156.0,4.5,695.0
 Gluten Free Options,156.0,4.5,695.0
Italian,1741.0,4.0,145.0
 Vegetarian Friendly,1741.0,4.0,145.0
unknown,5651.0,4.0,2.0
Bar,10507.0,3.5,60.0
 Cafe,10507.0,3.5,60.0
 British,10507.0,3.5,60.0
 Vegetarian Friendly,10507.0,3.5,60.0
British,4387.0,4.5,20.0
 European,4387.0,4.5,20.0
 Vegetarian Friendly,4387.0,4.5,20.0
European,1679.0,5.0,5.0
 Portuguese,1679.0,5.0,5.0
unknown,2735.0,1.5,6.0
unknown,11591.0,4.0,3.0
French,813.0,4.0,4.0
Italian,4219.0,4.5,25.0
 Pizza,4219.0,4.5,25.0
 Vegetarian Friendly,4219.0,4.5,25.0
 Vegan Options,4219.0,4.5,25.0
unknown,6575.0,4.5,7.0
unknown,6704.0,3.0,7.0
unknown,1840.0,3.5,8.0
Asian,5921.0,4.0,41.0
 Vietnamese,5921.0,4.0,41.0
Indian,3606.0,3.0,2.0
unknown,1353.0,3.5,32.0
British,10757.0,4.5,3.0
Asian,5374.0,4.0,62.0
 Korean,5374.0,4.0,62.0
 Vegetarian Friendly,5374.0,4.0,62.0
 Vegan Options,5374.0,4.0,62.0
unknown,5248.0,3.5,3.0
Pizza,1341.0,4.0,159.0
 Vegetarian Friendly,1341.0,4.0,159.0
unknown,5939.0,4.0,3.0
Bar,2620.0,3.5,3.0
 Pub,2620.0,3.5,3.0
Japanese,5409.0,3.5,8.0
 Sushi,5409.0,3.5,8.0
 Thai,5409.0,3.5,8.0
 Vietnamese,5409.0,3.5,8.0
Irish,245.0,4.5,160.0
 Cafe,245.0,4.5,160.0
 Vegetarian Friendly,245.0,4.5,160.0
Italian,762.0,4.0,500.0
 Pizza,762.0,4.0,500.0
 Vegetarian Friendly,762.0,4.0,500.0
French,996.0,5.0,46.0
 American,996.0,5.0,46.0
 Fast Food,996.0,5.0,46.0
 Vegetarian Friendly,996.0,5.0,46.0
African,715.0,4.0,62.0
 Ethiopian,715.0,4.0,62.0
 Vegetarian Friendly,715.0,4.0,62.0
Cafe,13694.0,3.0,81.0
 British,13694.0,3.0,81.0
Bar,4828.0,3.5,11.0
 Pub,4828.0,3.5,11.0
unknown,3913.0,4.5,2.0
Fast Food,460.0,2.5,5.0
Mexican,2576.0,3.5,145.0
 Latin,2576.0,3.5,145.0
unknown,5955.0,3.0,2.0
Eastern European,329.0,4.0,136.0
 Vegetarian Friendly,329.0,4.0,136.0
Japanese,10199.0,3.5,39.0
 Fast Food,10199.0,3.5,39.0
 Asian,10199.0,3.5,39.0
Irish,1734.0,3.5,33.0
 European,1734.0,3.5,33.0
unknown,623.0,4.5,18.0
Peruvian,1191.0,4.5,228.0
 Spanish,1191.0,4.5,228.0
 Fusion,1191.0,4.5,228.0
 South American,1191.0,4.5,228.0
Vegetarian Friendly,857.0,4.0,12.0
unknown,2434.0,4.0,156.0
unknown,448.0,4.5,30.0
Japanese,548.0,4.5,236.0
 Sushi,548.0,4.5,236.0
 Asian,548.0,4.5,236.0
 Vegetarian Friendly,548.0,4.5,236.0
 Gluten Free Options,548.0,4.5,236.0
European,2.0,4.5,549.0
 Swedish,2.0,4.5,549.0
 Scandinavian,2.0,4.5,549.0
 Vegetarian Friendly,2.0,4.5,549.0
 Vegan Options,2.0,4.5,549.0
 Gluten Free Options,2.0,4.5,549.0
unknown,752.0,5.0,NaN
Greek,1530.0,4.5,102.0
 Vegetarian Friendly,1530.0,4.5,102.0
 Vegan Options,1530.0,4.5,102.0
 Gluten Free Options,1530.0,4.5,102.0
Chinese,6326.0,4.5,16.0
Mediterranean,4095.0,5.0,2.0
European,2326.0,4.5,2.0
Mediterranean,3942.0,4.5,41.0
unknown,1263.0,4.5,12.0
Grill,766.0,4.0,151.0
 Japanese,766.0,4.0,151.0
 Sushi,766.0,4.0,151.0
 Asian,766.0,4.0,151.0
 Gluten Free Options,766.0,4.0,151.0
 Vegetarian Friendly,766.0,4.0,151.0
Brazilian,742.0,5.0,NaN
 South American,742.0,5.0,NaN
Chinese,1092.0,4.0,32.0
French,10351.0,3.5,170.0
 European,10351.0,3.5,170.0
 Vegetarian Friendly,10351.0,3.5,170.0
Pub,2269.0,4.5,73.0
 Latin,2269.0,4.5,73.0
 Bar,2269.0,4.5,73.0
 Spanish,2269.0,4.5,73.0
unknown,3814.0,4.5,6.0
Lebanese,17.0,4.5,498.0
 Mediterranean,17.0,4.5,498.0
 Middle Eastern,17.0,4.5,498.0
 Vegetarian Friendly,17.0,4.5,498.0
 Vegan Options,17.0,4.5,498.0
 Halal,17.0,4.5,498.0
 Gluten Free Options,17.0,4.5,498.0
Italian,2113.0,4.5,8.0
 Pizza,2113.0,4.5,8.0
Italian,8805.0,4.0,14.0
unknown,8008.0,4.5,9.0
Italian,4765.0,3.5,135.0
 Pizza,4765.0,3.5,135.0
 European,4765.0,3.5,135.0
 Mediterranean,4765.0,3.5,135.0
 Vegetarian Friendly,4765.0,3.5,135.0
unknown,6631.0,3.5,4.0
unknown,7221.0,3.0,5.0
American,2332.0,3.0,384.0
 Bar,2332.0,3.0,384.0
 Fast Food,2332.0,3.0,384.0
 Pub,2332.0,3.0,384.0
International,4922.0,4.0,6.0
Italian,880.0,4.0,801.0
 Mediterranean,880.0,4.0,801.0
 Vegetarian Friendly,880.0,4.0,801.0
unknown,2714.0,4.0,2.0
Asian,7710.0,4.0,25.0
 Thai,7710.0,4.0,25.0
European,104.0,4.0,162.0
 Wine Bar,104.0,4.0,162.0
 Scandinavian,104.0,4.0,162.0
 Norwegian,104.0,4.0,162.0
 Gluten Free Options,104.0,4.0,162.0
unknown,854.0,4.5,5.0
Indian,11377.0,3.5,3.0
Seafood,156.0,4.5,193.0
 European,156.0,4.5,193.0
 British,156.0,4.5,193.0
 Scottish,156.0,4.5,193.0
 Vegetarian Friendly,156.0,4.5,193.0
 Gluten Free Options,156.0,4.5,193.0
American,613.0,4.0,233.0
 Fast Food,613.0,4.0,233.0
 Vegetarian Friendly,613.0,4.0,233.0
 Gluten Free Options,613.0,4.0,233.0
Mediterranean,386.0,4.5,34.0
 Greek,386.0,4.5,34.0
German,2668.0,4.0,46.0
Spanish,7360.0,2.5,7.0
 Gastropub,7360.0,2.5,7.0
Fast Food,7211.0,4.0,57.0
 Healthy,7211.0,4.0,57.0
 Vegetarian Friendly,7211.0,4.0,57.0
 Vegan Options,7211.0,4.0,57.0
 Gluten Free Options,7211.0,4.0,57.0
Cafe,245.0,5.0,3.0
Mediterranean,946.0,4.5,46.0
 Middle Eastern,946.0,4.5,46.0
unknown,8953.0,5.0,2.0
unknown,5434.0,3.5,9.0
Brazilian,1364.0,4.0,520.0
 South American,1364.0,4.0,520.0
 Vegetarian Friendly,1364.0,4.0,520.0
 Vegan Options,1364.0,4.0,520.0
 Gluten Free Options,1364.0,4.0,520.0
French,8318.0,5.0,NaN
Cafe,8700.0,1.5,84.0
Mediterranean,590.0,4.0,209.0
 European,590.0,4.0,209.0
 Spanish,590.0,4.0,209.0
 Vegetarian Friendly,590.0,4.0,209.0
European,2110.0,3.5,18.0
Italian,1112.0,4.0,100.0
 Seafood,1112.0,4.0,100.0
Italian,1689.0,4.0,77.0
 Mediterranean,1689.0,4.0,77.0
 Vegetarian Friendly,1689.0,4.0,77.0
unknown,3653.0,2.0,3.0
Italian,3857.0,3.5,215.0
 Seafood,3857.0,3.5,215.0
 Mediterranean,3857.0,3.5,215.0
 Vegetarian Friendly,3857.0,3.5,215.0
Italian,4076.0,4.0,41.0
 Mediterranean,4076.0,4.0,41.0
 Pizza,4076.0,4.0,41.0
Mediterranean,1998.0,4.0,120.0
 European,1998.0,4.0,120.0
 Spanish,1998.0,4.0,120.0
Fast Food,7580.0,4.0,24.0
 Cafe,7580.0,4.0,24.0
 Healthy,7580.0,4.0,24.0
 Vegetarian Friendly,7580.0,4.0,24.0
 Vegan Options,7580.0,4.0,24.0
unknown,13626.0,2.0,7.0
Mediterranean,102.0,4.5,74.0
 European,102.0,4.5,74.0
 French,102.0,4.5,74.0
unknown,2129.0,3.5,37.0
unknown,10761.0,4.0,2.0
Cafe,1953.0,4.5,158.0
 British,1953.0,4.5,158.0
 Vegetarian Friendly,1953.0,4.5,158.0
 Vegan Options,1953.0,4.5,158.0
 Gluten Free Options,1953.0,4.5,158.0
French,7429.0,4.5,23.0
 Moroccan,7429.0,4.5,23.0
 Mediterranean,7429.0,4.5,23.0
Latin,6591.0,3.5,262.0
 Bar,6591.0,3.5,262.0
Mediterranean,15334.0,2.5,112.0
 Italian,15334.0,2.5,112.0
 Pizza,15334.0,2.5,112.0
Bar,2892.0,5.0,28.0
 Pub,2892.0,5.0,28.0
Italian,447.0,4.5,164.0
 Pizza,447.0,4.5,164.0
 Mediterranean,447.0,4.5,164.0
 European,447.0,4.5,164.0
 Delicatessen,447.0,4.5,164.0
 Vegetarian Friendly,447.0,4.5,164.0
 Vegan Options,447.0,4.5,164.0
Turkish,1567.0,5.0,NaN
European,550.0,4.5,68.0
 Portuguese,550.0,4.5,68.0
 Mediterranean,550.0,4.5,68.0
 Gluten Free Options,550.0,4.5,68.0
Bar,13617.0,3.0,58.0
 British,13617.0,3.0,58.0
 Pub,13617.0,3.0,58.0
Polish,293.0,4.5,63.0
 European,293.0,4.5,63.0
 Vegetarian Friendly,293.0,4.5,63.0
 Vegan Options,293.0,4.5,63.0
unknown,7712.0,2.5,18.0
unknown,10502.0,4.5,2.0
Grill,16098.0,4.0,16.0
 Fusion,16098.0,4.0,16.0
 Steakhouse,16098.0,4.0,16.0
 Mediterranean,16098.0,4.0,16.0
 Barbecue,16098.0,4.0,16.0
 Halal,16098.0,4.0,16.0
Belgian,1536.0,3.5,87.0
 Fast Food,1536.0,3.5,87.0
 European,1536.0,3.5,87.0
Japanese,1643.0,3.0,113.0
 Sushi,1643.0,3.0,113.0
 Asian,1643.0,3.0,113.0
Polish,431.0,4.5,37.0
 European,431.0,4.5,37.0
 Contemporary,431.0,4.5,37.0
 Central European,431.0,4.5,37.0
 Vegetarian Friendly,431.0,4.5,37.0
Japanese,6190.0,4.5,9.0
Mediterranean,300.0,4.0,1650.0
 European,300.0,4.0,1650.0
 Portuguese,300.0,4.0,1650.0
 Vegetarian Friendly,300.0,4.0,1650.0
 Vegan Options,300.0,4.0,1650.0
 Gluten Free Options,300.0,4.0,1650.0
unknown,2735.0,1.0,NaN
unknown,4448.0,4.0,26.0
Asian,917.0,3.5,36.0
 Thai,917.0,3.5,36.0
European,2263.0,3.0,167.0
 Grill,2263.0,3.0,167.0
Chinese,6330.0,4.5,8.0
 Asian,6330.0,4.5,8.0
Mediterranean,437.0,4.5,84.0
 European,437.0,4.5,84.0
 Italian,437.0,4.5,84.0
 Seafood,437.0,4.5,84.0
 Central European,437.0,4.5,84.0
 Vegetarian Friendly,437.0,4.5,84.0
 Vegan Options,437.0,4.5,84.0
 Gluten Free Options,437.0,4.5,84.0
European,3914.0,3.5,12.0
 Czech,3914.0,3.5,12.0
unknown,2288.0,4.5,2.0
Sushi,1296.0,4.0,35.0
 Asian,1296.0,4.0,35.0
 Japanese,1296.0,4.0,35.0
 Korean,1296.0,4.0,35.0
Chinese,4827.0,3.5,44.0
 Japanese,4827.0,3.5,44.0
 Sushi,4827.0,3.5,44.0
 Asian,4827.0,3.5,44.0
French,13421.0,2.0,21.0
Japanese,3072.0,5.0,5.0
 Sushi,3072.0,5.0,5.0
 Healthy,3072.0,5.0,5.0
unknown,5739.0,4.0,NaN
Italian,1464.0,4.5,39.0
 Mediterranean,1464.0,4.5,39.0
 Wine Bar,1464.0,4.5,39.0
Mediterranean,2802.0,3.5,64.0
 European,2802.0,3.5,64.0
 Spanish,2802.0,3.5,64.0
 Vegetarian Friendly,2802.0,3.5,64.0
German,4343.0,3.5,43.0
Seafood,580.0,4.5,83.0
 Mediterranean,580.0,4.5,83.0
 European,580.0,4.5,83.0
Mediterranean,3164.0,4.0,117.0
 Bar,3164.0,4.0,117.0
 European,3164.0,4.0,117.0
 Spanish,3164.0,4.0,117.0
Japanese,4219.0,4.5,20.0
 Asian,4219.0,4.5,20.0
 Seafood,4219.0,4.5,20.0
 Sushi,4219.0,4.5,20.0
 Vegetarian Friendly,4219.0,4.5,20.0
Italian,535.0,3.5,39.0
 European,535.0,3.5,39.0
 Vegetarian Friendly,535.0,3.5,39.0
Bar,1942.0,4.0,229.0
 British,1942.0,4.0,229.0
 Pub,1942.0,4.0,229.0
Mediterranean,235.0,4.5,174.0
 European,235.0,4.5,174.0
 Spanish,235.0,4.5,174.0
 Vegetarian Friendly,235.0,4.5,174.0
Spanish,4641.0,4.5,10.0
Cafe,755.0,4.5,17.0
unknown,2570.0,4.5,6.0
Chinese,6784.0,4.0,79.0
 Asian,6784.0,4.0,79.0
Japanese,9294.0,3.5,8.0
Asian,1977.0,3.5,23.0
 Korean,1977.0,3.5,23.0
Italian,3710.0,3.5,557.0
 Seafood,3710.0,3.5,557.0
 Mediterranean,3710.0,3.5,557.0
Asian,1204.0,4.0,57.0
 Korean,1204.0,4.0,57.0
European,497.0,4.5,48.0
 International,497.0,4.5,48.0
 Central European,497.0,4.5,48.0
Italian,2297.0,4.0,204.0
 Pizza,2297.0,4.0,204.0
 Mediterranean,2297.0,4.0,204.0
 European,2297.0,4.0,204.0
 Vegetarian Friendly,2297.0,4.0,204.0
Italian,4788.0,4.0,198.0
 Pizza,4788.0,4.0,198.0
 Mediterranean,4788.0,4.0,198.0
 Vegetarian Friendly,4788.0,4.0,198.0
 Gluten Free Options,4788.0,4.0,198.0
unknown,12664.0,4.0,NaN
Italian,2728.0,4.0,143.0
 Mediterranean,2728.0,4.0,143.0
 Vegetarian Friendly,2728.0,4.0,143.0
Italian,5357.0,4.5,57.0
Vietnamese,4989.0,4.0,NaN
Sushi,825.0,3.5,42.0
 Asian,825.0,3.5,42.0
Pizza,6255.0,2.0,3.0
Italian,1110.0,3.5,1058.0
 Pizza,1110.0,3.5,1058.0
 Seafood,1110.0,3.5,1058.0
 Mediterranean,1110.0,3.5,1058.0
 Vegetarian Friendly,1110.0,3.5,1058.0
 Vegan Options,1110.0,3.5,1058.0
Mediterranean,1724.0,3.5,357.0
 European,1724.0,3.5,357.0
 Spanish,1724.0,3.5,357.0
 Vegetarian Friendly,1724.0,3.5,357.0
Bar,258.0,3.5,935.0
 Mediterranean,258.0,3.5,935.0
 European,258.0,3.5,935.0
 Portuguese,258.0,3.5,935.0
 Vegetarian Friendly,258.0,3.5,935.0
 Vegan Options,258.0,3.5,935.0
Mediterranean,6945.0,3.5,13.0
American,14440.0,3.0,42.0
 Diner,14440.0,3.0,42.0
French,488.0,4.0,68.0
 European,488.0,4.0,68.0
 Vegetarian Friendly,488.0,4.0,68.0
Japanese,556.0,3.5,29.0
 Asian,556.0,3.5,29.0
Italian,2583.0,4.0,102.0
 Mediterranean,2583.0,4.0,102.0
Italian,50.0,4.5,594.0
 Mediterranean,50.0,4.5,594.0
 European,50.0,4.5,594.0
 Vegetarian Friendly,50.0,4.5,594.0
 Vegan Options,50.0,4.5,594.0
 Gluten Free Options,50.0,4.5,594.0
unknown,2400.0,2.5,3.0
Italian,4853.0,5.0,15.0
 Mediterranean,4853.0,5.0,15.0
 Delicatessen,4853.0,5.0,15.0
 Street Food,4853.0,5.0,15.0
European,1213.0,4.5,128.0
 British,1213.0,4.5,128.0
 Vegetarian Friendly,1213.0,4.5,128.0
 Gluten Free Options,1213.0,4.5,128.0
Chinese,2961.0,4.0,2.0
 Indian,2961.0,4.0,2.0
 Asian,2961.0,4.0,2.0
 Nepali,2961.0,4.0,2.0
French,6833.0,3.5,84.0
 Cafe,6833.0,3.5,84.0
 European,6833.0,3.5,84.0
 Bar,6833.0,3.5,84.0
 Pub,6833.0,3.5,84.0
 Vegetarian Friendly,6833.0,3.5,84.0
Bar,4959.0,4.0,NaN
 Pub,4959.0,4.0,NaN
Italian,920.0,3.5,142.0
 Pizza,920.0,3.5,142.0
 European,920.0,3.5,142.0
 Vegetarian Friendly,920.0,3.5,142.0
 Gluten Free Options,920.0,3.5,142.0
unknown,3837.0,4.0,16.0
Cafe,3190.0,5.0,20.0
 Vegetarian Friendly,3190.0,5.0,20.0
 Vegan Options,3190.0,5.0,20.0
Italian,162.0,4.5,350.0
 Mediterranean,162.0,4.5,350.0
 European,162.0,4.5,350.0
 Vegetarian Friendly,162.0,4.5,350.0
 Vegan Options,162.0,4.5,350.0
 Gluten Free Options,162.0,4.5,350.0
European,1282.0,4.5,11.0
 Fusion,1282.0,4.5,11.0
 Portuguese,1282.0,4.5,11.0
American,183.0,5.0,7.0
 Grill,183.0,5.0,7.0
British,10849.0,4.0,12.0
unknown,2112.0,4.5,9.0
Bar,8026.0,3.5,76.0
 International,8026.0,3.5,76.0
 British,8026.0,3.5,76.0
Polish,1.0,5.0,171.0
 Cafe,1.0,5.0,171.0
 European,1.0,5.0,171.0
 Vegetarian Friendly,1.0,5.0,171.0
 Vegan Options,1.0,5.0,171.0
 Gluten Free Options,1.0,5.0,171.0
Russian,993.0,4.0,44.0
 Fast Food,993.0,4.0,44.0
 European,993.0,4.0,44.0
 Eastern European,993.0,4.0,44.0
Bar,1887.0,4.0,244.0
 British,1887.0,4.0,244.0
 Pub,1887.0,4.0,244.0
 Grill,1887.0,4.0,244.0
unknown,516.0,4.5,31.0
Italian,2265.0,4.0,170.0
 Vegetarian Friendly,2265.0,4.0,170.0
Italian,751.0,4.0,1111.0
 Pizza,751.0,4.0,1111.0
 Mediterranean,751.0,4.0,1111.0
 European,751.0,4.0,1111.0
 Vegetarian Friendly,751.0,4.0,1111.0
 Vegan Options,751.0,4.0,1111.0
unknown,2071.0,4.0,46.0
unknown,6274.0,2.0,NaN
European,373.0,4.0,545.0
 Grill,373.0,4.0,545.0
 Vegetarian Friendly,373.0,4.0,545.0
 Gluten Free Options,373.0,4.0,545.0
Mediterranean,7581.0,2.5,244.0
 Spanish,7581.0,2.5,244.0
unknown,5923.0,3.0,2.0
Japanese,6444.0,3.5,44.0
 Sushi,6444.0,3.5,44.0
Cafe,2302.0,3.5,48.0
 German,2302.0,3.5,48.0
 Bar,2302.0,3.5,48.0
 European,2302.0,3.5,48.0
 Pub,2302.0,3.5,48.0
 Central European,2302.0,3.5,48.0
 Vegetarian Friendly,2302.0,3.5,48.0
Greek,1230.0,4.5,34.0
 Mediterranean,1230.0,4.5,34.0
 Vegetarian Friendly,1230.0,4.5,34.0
Italian,1418.0,4.5,145.0
 Pizza,1418.0,4.5,145.0
 Fast Food,1418.0,4.5,145.0
 Vegetarian Friendly,1418.0,4.5,145.0
Cafe,891.0,4.0,129.0
 Dutch,891.0,4.0,129.0
 European,891.0,4.0,129.0
 Vegetarian Friendly,891.0,4.0,129.0
Mediterranean,1333.0,4.0,139.0
 Vegetarian Friendly,1333.0,4.0,139.0
Indian,2081.0,4.0,90.0
 Vegetarian Friendly,2081.0,4.0,90.0
 Vegan Options,2081.0,4.0,90.0
Italian,6131.0,4.0,5.0
 Steakhouse,6131.0,4.0,5.0
 Caribbean,6131.0,4.0,5.0
 Pizza,6131.0,4.0,5.0
Italian,573.0,5.0,10.0
 Pizza,573.0,5.0,10.0
 Seafood,573.0,5.0,10.0
 Mediterranean,573.0,5.0,10.0
European,707.0,4.5,48.0
 Eastern European,707.0,4.5,48.0
 Vegetarian Friendly,707.0,4.5,48.0
unknown,12910.0,3.5,5.0
Pizza,15912.0,2.5,21.0
 Fast Food,15912.0,2.5,21.0
unknown,2631.0,4.0,16.0
Italian,431.0,4.0,545.0
 Mediterranean,431.0,4.0,545.0
 European,431.0,4.0,545.0
 Portuguese,431.0,4.0,545.0
 International,431.0,4.0,545.0
 Contemporary,431.0,4.0,545.0
 Vegetarian Friendly,431.0,4.0,545.0
 Vegan Options,431.0,4.0,545.0
Mexican,678.0,4.0,76.0
 Latin,678.0,4.0,76.0
 Vegetarian Friendly,678.0,4.0,76.0
Pizza,2529.0,3.5,12.0
 Turkish,2529.0,3.5,12.0
Italian,488.0,4.0,99.0
 European,488.0,4.0,99.0
 Pizza,488.0,4.0,99.0
 Mediterranean,488.0,4.0,99.0
 Vegetarian Friendly,488.0,4.0,99.0
 Vegan Options,488.0,4.0,99.0
Bar,2798.0,4.5,13.0
French,170.0,4.0,102.0
 International,170.0,4.0,102.0
 European,170.0,4.0,102.0
unknown,2340.0,2.5,3.0
European,127.0,5.0,8.0
 Wine Bar,127.0,5.0,8.0
 Eastern European,127.0,5.0,8.0
 Central European,127.0,5.0,8.0
 Italian,127.0,5.0,8.0
Italian,16162.0,1.5,3.0
Mediterranean,2859.0,5.0,6.0
unknown,969.0,4.0,13.0
unknown,9214.0,5.0,NaN
unknown,2370.0,4.0,12.0
unknown,7738.0,5.0,8.0
Italian,562.0,3.5,4035.0
 Vegetarian Friendly,562.0,3.5,4035.0
 Vegan Options,562.0,3.5,4035.0
Italian,578.0,4.5,89.0
 Cafe,578.0,4.5,89.0
 European,578.0,4.5,89.0
 Vegetarian Friendly,578.0,4.5,89.0
 Vegan Options,578.0,4.5,89.0
Japanese,768.0,4.0,49.0
 Sushi,768.0,4.0,49.0
French,4569.0,4.0,71.0
 European,4569.0,4.0,71.0
 Vegetarian Friendly,4569.0,4.0,71.0
unknown,2553.0,3.0,77.0
Grill,11707.0,3.5,165.0
 Fusion,11707.0,3.5,165.0
 Steakhouse,11707.0,3.5,165.0
 Halal,11707.0,3.5,165.0
Italian,160.0,4.0,644.0
 European,160.0,4.0,644.0
 Eastern European,160.0,4.0,644.0
 Central European,160.0,4.0,644.0
 Hungarian,160.0,4.0,644.0
 Vegetarian Friendly,160.0,4.0,644.0
 Vegan Options,160.0,4.0,644.0
 Gluten Free Options,160.0,4.0,644.0
German,2626.0,4.0,33.0
 European,2626.0,4.0,33.0
 Central European,2626.0,4.0,33.0
Italian,1177.0,4.0,6.0
 Mediterranean,1177.0,4.0,6.0
French,472.0,4.0,508.0
 European,472.0,4.0,508.0
 Vegetarian Friendly,472.0,4.0,508.0
 Vegan Options,472.0,4.0,508.0
Fusion,2590.0,4.0,45.0
unknown,1021.0,4.5,7.0
Indian,813.0,4.0,77.0
 Asian,813.0,4.0,77.0
 Vegetarian Friendly,813.0,4.0,77.0
 Vegan Options,813.0,4.0,77.0
unknown,9012.0,5.0,2.0
Italian,921.0,3.5,157.0
 Pizza,921.0,3.5,157.0
 Vegetarian Friendly,921.0,3.5,157.0
 Gluten Free Options,921.0,3.5,157.0
Mediterranean,1246.0,4.5,22.0
 Middle Eastern,1246.0,4.5,22.0
 Vegetarian Friendly,1246.0,4.5,22.0
unknown,2946.0,2.0,4.0
unknown,2287.0,2.5,7.0
Seafood,5796.0,5.0,NaN
American,3918.0,3.5,99.0
 International,3918.0,3.5,99.0
 Barbecue,3918.0,3.5,99.0
 European,3918.0,3.5,99.0
unknown,3824.0,4.0,13.0
Austrian,3032.0,3.0,36.0
 Central European,3032.0,3.0,36.0
 European,3032.0,3.0,36.0
unknown,1024.0,4.5,6.0
Italian,14056.0,3.5,3.0
Italian,4638.0,3.5,176.0
 Pizza,4638.0,3.5,176.0
 Seafood,4638.0,3.5,176.0
 Mediterranean,4638.0,3.5,176.0
 International,4638.0,3.5,176.0
Argentinean,5350.0,4.5,58.0
 South American,5350.0,4.5,58.0
 Steakhouse,5350.0,4.5,58.0
Greek,890.0,4.5,7.0
Mediterranean,3256.0,2.5,16.0
 Asian,3256.0,2.5,16.0
 Middle Eastern,3256.0,2.5,16.0
 South American,3256.0,2.5,16.0
 International,3256.0,2.5,16.0
French,272.0,4.5,926.0
 Vegetarian Friendly,272.0,4.5,926.0
Japanese,734.0,4.0,3034.0
 Sushi,734.0,4.0,3034.0
 European,734.0,4.0,3034.0
 Asian,734.0,4.0,3034.0
 Soups,734.0,4.0,3034.0
 Vegetarian Friendly,734.0,4.0,3034.0
 Vegan Options,734.0,4.0,3034.0
 Gluten Free Options,734.0,4.0,3034.0
French,53.0,5.0,271.0
